Date,         SSRN
1995-03-01,   11.000
1995-04-01,   41.000
1995-05-01,  -10.000
1995-06-01,  -67.000
1995-07-01,  -21.000
1995-08-01,  116.000
1995-09-01,   -7.000
1995-10-01,  -39.000
1995-11-01,   -8.000
1995-12-01,   56.000
1996-01-01,   -3.000
1996-02-01,    1.000
1996-03-01,  -10.000
1996-04-01,  -18.000
1996-05-01,   49.000
1996-06-01,  -10.000
1996-07-01,  -50.000
1996-08-01, -107.000
1996-09-01,   88.000
1996-10-01,    7.000
1996-11-01,  -12.000
1996-12-01,    0.000
1997-01-01,   -1.000
1997-02-01,   -8.000
1997-03-01,   12.000
1997-04-01,   38.000
1997-05-01,   90.000
1997-06-01,  138.000
1997-07-01, -243.000
1997-08-01, -172.000
1997-09-01,  -46.000
1997-10-01,   14.000
1997-11-01,   -7.000
1997-12-01,   -5.000
1998-01-01,   -2.000
1998-02-01,   -4.000
1998-03-01,  -22.000
1998-04-01,   28.000
1998-05-01,    6.000
1998-06-01,  -31.000
1998-07-01, -110.000
1998-08-01,  116.000
1998-09-01,  492.000
1998-10-01,  -31.000
1998-11-01,  -20.000
1998-12-01,   -1.000
1999-01-01,   -4.000
1999-02-01,   -3.000
1999-03-01,  -11.000
1999-04-01,   12.000
1999-05-01,  -69.000
1999-06-01, -115.000
1999-07-01,  215.000
1999-08-01,  629.000
1999-09-01,  327.000
1999-10-01,  257.000
1999-11-01,    6.000
1999-12-01,   -3.000
2000-01-01,   12.000
2000-02-01,   -7.000
2000-03-01,  -11.000
2000-04-01,  -17.000
2000-05-01,  -19.000
2000-06-01,   32.000
2000-07-01,  204.000
2000-08-01, -113.000
2000-09-01, -155.000
2000-10-01,  141.000
2000-11-01,   -5.000
2000-12-01,   -4.000
2001-01-01,   -6.000
2001-02-01,   -8.000
2001-03-01,  -18.000
2001-04-01,   38.000
2001-05-01,  -61.000
2001-06-01,  146.000
2001-07-01,  116.000
2001-08-01, -102.000
2001-09-01,  -44.000
2001-10-01, -108.000
2001-11-01,   17.000
2001-12-01,   -4.000
2002-01-01,   51.000
2002-02-01,   -3.000
2002-03-01,   -4.000
2002-04-01,  -20.000
2002-05-01,  -95.000
2002-06-01, -109.000
2002-07-01, -217.000
2002-08-01, -287.000
2002-09-01,  -69.000
2002-10-01,  195.000
2002-11-01,  -18.000
2002-12-01,    2.000
2003-01-01,    0.000
2003-02-01,    0.000
2003-03-01,    3.000
2003-04-01,   23.000
2003-05-01,  -32.000
2003-06-01,  200.000
2003-07-01,  178.000
2003-08-01,  324.000
2003-09-01,  134.000
2003-10-01,  113.000
2003-11-01,   21.000
2003-12-01,   -3.000
2004-01-01,    5.000
2004-02-01,   -1.000
2004-03-01,   -8.000
2004-04-01,   37.000
2004-05-01,  -32.000
2004-06-01,   -1.000
2004-07-01,   90.000
2004-08-01,  -55.000
2004-09-01, -253.000
2004-10-01, -136.000
2004-11-01,    7.000
2004-12-01,   -2.000
2005-01-01,   -2.000
2005-02-01,   29.000
2005-03-01,   24.000
2005-04-01,  -17.000
2005-05-01,   30.000
2005-06-01,  172.000
2005-07-01,   43.000
2005-08-01,  -92.000
2005-09-01,   66.000
2005-10-01,  -25.000
2005-11-01,  -12.000
2005-12-01,   -3.000
2006-01-01,   -3.000
2006-02-01,   18.000
2006-03-01,  -16.000
2006-04-01,   -2.000
2006-05-01,    3.000
2006-06-01,  -69.000
2006-07-01, -107.000
2006-08-01,   68.000
2006-09-01,  154.000
2006-10-01,   28.000
2006-11-01,  -23.000
2006-12-01,   -4.000
2007-01-01,   -5.000
2007-02-01,   -6.000
2007-03-01,  -10.000
2007-04-01,   29.000
2007-05-01,  -50.000
2007-06-01, -147.000
2007-07-01,  -33.000
2007-08-01,  281.000
2007-09-01, -209.000
2007-10-01, -126.000
2007-11-01,   40.000
2007-12-01,   -1.000
2008-01-01,   -5.000
2008-02-01,   -2.000
2008-03-01,   -5.000
2008-04-01,   -7.000
2008-05-01,   16.000
2008-06-01,  201.000
2008-07-01,  172.000
2008-08-01,  178.000
2008-09-01,   23.000
2008-10-01,   73.000
2008-11-01,  -17.000
2008-12-01,   -2.000
2009-01-01,   -5.000
2009-02-01,    7.000
2009-03-01,   -4.000
2009-04-01,  -33.000
2009-05-01,  -23.000
2009-06-01,    0.000
2009-07-01, -148.000
2009-08-01,  216.000
2009-09-01,  319.000
2009-10-01,   55.000
2009-11-01,   11.000
2009-12-01,   -3.000
2010-01-01,   -5.000
2010-02-01,   -2.000
2010-03-01,  -12.000
2010-04-01,    7.000
2010-05-01,   88.000
2010-06-01,  144.000
2010-07-01,  123.000
2010-08-01,   61.000
2010-09-01,  477.000
2010-10-01,  211.000
2010-11-01,   -8.000
2010-12-01,   -3.000
2011-01-01,   -4.000
2011-02-01,    3.000
2011-03-01,   -4.000
2011-04-01,  -27.000
2011-05-01,  -37.000
2011-06-01,  -38.000
2011-07-01, -153.000
2011-08-01,  174.000
2011-09-01, -160.000
2011-10-01,  -91.000
2011-11-01,  -17.000
2011-12-01,   -3.000
2012-01-01,   -5.000
2012-02-01,    8.000
2012-03-01,   -6.000
2012-04-01,   10.000
2012-05-01,   72.000
2012-06-01,   41.000
2012-07-01,  413.000
2012-08-01,  400.000
2012-09-01,  266.000
2012-10-01,   -3.000
2012-11-01,   42.000
2012-12-01,   -2.000
2013-01-01,   -3.000
2013-02-01,    8.000
2013-03-01,    5.000
2013-04-01,   90.000
2013-05-01,  -75.000
2013-06-01,  -56.000
2013-07-01, -152.000
2013-08-01,  389.000
2013-09-01,   76.000
2013-10-01,   15.000
2013-11-01,   -6.000
2013-12-01,    0.000
2014-01-01,    9.000
2014-02-01,    3.000
2014-03-01,    0.000
2014-04-01,    2.000
2014-05-01,  346.000
2014-06-01,   53.000
2014-07-01, -214.000
2014-08-01,  184.000
2014-09-01,  179.000
2014-10-01,   29.000
2014-11-01,   16.000
2014-12-01,   -2.000
2015-01-01,   -4.000
2015-02-01,   12.000
2015-03-01,    1.000
2015-04-01,  -52.000
2015-05-01,  -90.000
2015-06-01, -101.000
2015-07-01,  371.000
2015-08-01,  567.000
2015-09-01,  378.000
2015-10-01,  153.000
2015-11-01,   16.000
2015-12-01,   -3.000
2016-01-01,    7.000
2016-02-01,   -7.000
2016-03-01,   23.000
2016-04-01,   38.000
2016-05-01,   70.000
2016-06-01,   86.000
2016-07-01,  411.000
2016-08-01,  178.000
2016-09-01,  335.000
2016-10-01,  -83.000
2016-11-01,    1.000
2016-12-01,   -3.000
2017-01-01,   -4.000
2017-02-01,   -7.000
2017-03-01,   -2.000
2017-04-01,   14.000
2017-05-01,  207.000
2017-06-01,  333.000
2017-07-01,  203.000
2017-08-01,  192.000
2017-09-01, -223.000
2017-10-01, -130.000
2017-11-01,   -5.000
2017-12-01,   11.000
