date;Country;Moughataa/Department;Commune/Municipality;arvi;arvi_category;evi;evi_category;ndvi;ndvi_category;sipi;sipi_category;spi_1;spi_1_category;spi_3;spi_3_category;spi_6;spi_6_category;spi_9;spi_9_category;spi_12;spi_12_category
01/01/2020;Senegal;Koungheul;Missirah Wadène;-1,59;4.Degraded;-2,09;5.Highly degraded;-0,03;3.Normal conditions;0,33;3.Normal conditions;-0,51;Dry;-0,25;Dry;0,07;Wet;-1,11;Moderately dry;-1,11;Moderately dry
01/01/2020;Senegal;Koungheul;Ida Mouride;-1,69;4.Degraded;-2,07;5.Highly degraded;-0,11;3.Normal conditions;0,44;3.Normal conditions;-0,45;Dry;0,39;Wet;0,16;Wet;-0,6;Dry;-0,6;Dry
01/01/2020;Senegal;Bignona;Tenghory;-1,97;4.Degraded;-1,96;4.Degraded;-0,66;3.Normal conditions;-2,13;5.Highly degraded;-0,57;Dry;-0,71;Dry;-0,97;Dry;-1,41;Moderately dry;-1,41;Moderately dry
01/01/2020;Senegal;Koungheul;Lour Escale;-1,7;4.Degraded;-1,95;4.Degraded;-0,49;3.Normal conditions;0,52;3.Normal conditions;-0,48;Dry;-0,11;Dry;-0,16;Dry;-1,26;Moderately dry;-1,26;Moderately dry
01/01/2020;Senegal;Médina Yoro Foulah;Niaming;-1,5;4.Degraded;-1,9;4.Degraded;-0,15;3.Normal conditions;-2,15;5.Highly degraded;-0,36;Dry;0,78;Wet;0,04;Wet;-0,23;Dry;-0,23;Dry
01/01/2020;Senegal;Sédhiou;Djibabouya;-1,51;4.Degraded;-1,86;4.Degraded;-0,3;3.Normal conditions;-2,1;5.Highly degraded;-0,47;Dry;-0,54;Dry;-0,62;Dry;-0,98;Dry;-0,98;Dry
01/01/2020;Senegal;Koumpentoum;Bamba Thialène;-1,42;4.Degraded;-1,85;4.Degraded;0,05;3.Normal conditions;0;3.Normal conditions;-0,3;Dry;0,76;Wet;0,19;Wet;-0,53;Dry;-0,53;Dry
01/01/2020;Senegal;Bignona;Sindian;-1,68;4.Degraded;-1,84;4.Degraded;-0,56;3.Normal conditions;-2,11;5.Highly degraded;-0,5;Dry;-0,53;Dry;-0,77;Dry;-1,08;Moderately dry;-1,08;Moderately dry
01/01/2020;Mauritania;Kobenni;Voulaniya;-1,94;4.Degraded;-1,75;4.Degraded;-1,23;4.Degraded;0,23;3.Normal conditions;4,29;Extremely wet;0,22;Wet;-0,03;Dry;-0,23;Dry;-0,23;Dry
01/01/2020;Senegal;Sédhiou;Djiredji;-1,26;4.Degraded;-1,75;4.Degraded;0,04;3.Normal conditions;-1,96;4.Degraded;0,04;Wet;-0,64;Dry;-0,68;Dry;-0,98;Dry;-0,98;Dry
01/01/2020;Senegal;Koumpentoum;Kouthiaba Wolof;-1,44;4.Degraded;-1,74;4.Degraded;-0,29;3.Normal conditions;0,04;3.Normal conditions;-0,38;Dry;-0,26;Dry;0;Wet;-1,18;Moderately dry;-1,18;Moderately dry
01/01/2020;Senegal;Goudomp;Djibanar;-1,27;4.Degraded;-1,64;4.Degraded;0,47;3.Normal conditions;-1,87;4.Degraded;0,08;Wet;-0,65;Dry;-0,63;Dry;-1,03;Moderately dry;-1,03;Moderately dry
01/01/2020;Senegal;Kaolack;Koumbal;-1,73;4.Degraded;-1,61;4.Degraded;-1,13;4.Degraded;0,67;3.Normal conditions;-0,44;Dry;-0,38;Dry;0,45;Wet;-0,63;Dry;-0,63;Dry
01/01/2020;Senegal;Malem Hodar;Sagna;-1,52;4.Degraded;-1,6;4.Degraded;-0,76;3.Normal conditions;0,53;3.Normal conditions;-0,11;Dry;0,06;Wet;0,08;Wet;-0,99;Dry;-0,99;Dry
01/01/2020;Senegal;Birkelane;Mabo;-1,65;4.Degraded;-1,56;4.Degraded;-1,14;4.Degraded;0,65;3.Normal conditions;-0,1;Dry;0,05;Wet;0,5;Wet;-0,61;Dry;-0,61;Dry
01/01/2020;Mauritania;Tintane;Ain Varba;-1,46;4.Degraded;-1,53;4.Degraded;-0,52;3.Normal conditions;0,23;3.Normal conditions;-0,15;Dry;-0,71;Dry;0,22;Wet;-0,47;Dry;-0,47;Dry
01/01/2020;Mauritania;Tamchakett;Mabrouk;-1,25;4.Degraded;-1,53;4.Degraded;-0,51;3.Normal conditions;0,22;3.Normal conditions;-0,28;Dry;0,16;Wet;-1,15;Moderately dry;-1,27;Moderately dry;-1,27;Moderately dry
01/01/2020;Mauritania;Kobenni;Kobenni;-1,73;4.Degraded;-1,53;4.Degraded;-1,19;4.Degraded;0,16;3.Normal conditions;4,47;Extremely wet;1,92;Extremely wet;-0,15;Dry;-0,07;Dry;-0,07;Dry
01/01/2020;Senegal;Nioro du Rip;Paoskoto;-1,57;4.Degraded;-1,52;4.Degraded;-0,86;3.Normal conditions;0,58;3.Normal conditions;-0,12;Dry;0;Dry;0,18;Wet;-0,48;Dry;-0,48;Dry
01/01/2020;Senegal;Bounkiling;Diaroumé;-1,09;4.Degraded;-1,51;4.Degraded;-0,04;3.Normal conditions;-1,66;4.Degraded;-0,43;Dry;-0,26;Dry;-0,07;Dry;-0,33;Dry;-0,33;Dry
01/01/2020;Mauritania;Tintane;Twil;-1,81;4.Degraded;-1,5;4.Degraded;-1,15;4.Degraded;0,21;3.Normal conditions;1,99;Extremely wet;-0,2;Dry;0,1;Wet;-0,35;Dry;-0,35;Dry
01/01/2020;Senegal;Ranérou-Ferlo;Vélingara;-1,27;4.Degraded;-1,5;4.Degraded;-0,29;3.Normal conditions;0,32;3.Normal conditions;-0,24;Dry;-0,45;Dry;-0,09;Dry;-1,16;Moderately dry;-1,16;Moderately dry
01/01/2020;Mauritania;Kobenni;Medbougou;-1,64;4.Degraded;-1,49;4.Degraded;-0,81;3.Normal conditions;0,21;3.Normal conditions;4,47;Extremely wet;0,44;Wet;-0,21;Dry;-0,24;Dry;-0,24;Dry
01/01/2020;Senegal;Tambacouda;Koussanar;-1,32;4.Degraded;-1,46;4.Degraded;-0,28;3.Normal conditions;-1,04;4.Degraded;-0,25;Dry;-0,32;Dry;0,03;Wet;-1,09;Moderately dry;-1,09;Moderately dry
01/01/2020;Senegal;Gossas;Ouadiour;-1,49;4.Degraded;-1,44;4.Degraded;-0,99;3.Normal conditions;0,55;3.Normal conditions;-0,49;Dry;-0,45;Dry;0,08;Wet;-1,19;Moderately dry;-1,19;Moderately dry
01/01/2020;Senegal;Bounkiling;Bona;-1,13;4.Degraded;-1,44;4.Degraded;-0,25;3.Normal conditions;-1,5;4.Degraded;-0,49;Dry;-0,35;Dry;-0,39;Dry;-0,67;Dry;-0,67;Dry
01/01/2020;Mauritania;Kankossa;Tenaha;-1,17;4.Degraded;-1,44;4.Degraded;0,23;3.Normal conditions;0,36;3.Normal conditions;-0,5;Dry;-0,78;Dry;-0,12;Dry;-0,95;Dry;-0,95;Dry
01/01/2020;Senegal;Guinguinéo;Mbadakhoune;-1,34;4.Degraded;-1,43;4.Degraded;-0,71;3.Normal conditions;0,59;3.Normal conditions;-0,45;Dry;-0,51;Dry;-0,03;Dry;-1,01;Moderately dry;-1,01;Moderately dry
01/01/2020;Senegal;Médina Yoro Foulah;Ndorna;-1,12;4.Degraded;-1,43;4.Degraded;-0,11;3.Normal conditions;-1,46;4.Degraded;-0,39;Dry;0,19;Wet;-0,02;Dry;-0,11;Dry;-0,11;Dry
01/01/2020;Senegal;Bounkiling;Boghal;-1,32;4.Degraded;-1,42;4.Degraded;-0,41;3.Normal conditions;-1,53;4.Degraded;-0,52;Dry;0,03;Wet;-0,26;Dry;-0,54;Dry;-0,54;Dry
01/01/2020;Senegal;Kaffrine;Katakel;-1,44;4.Degraded;-1,41;4.Degraded;-0,58;3.Normal conditions;0,53;3.Normal conditions;0,05;Wet;0,26;Wet;0,36;Wet;-0,6;Dry;-0,6;Dry
01/01/2020;Senegal;Birkelane;Keur Mboucki;-1,28;4.Degraded;-1,41;4.Degraded;-0,62;3.Normal conditions;0,59;3.Normal conditions;-0,54;Dry;-0,46;Dry;-0,03;Dry;-1,06;Moderately dry;-1,06;Moderately dry
01/01/2020;Senegal;Médina Yoro Foulah;Fafacourou;-0,9;3.Normal conditions;-1,41;4.Degraded;0,12;3.Normal conditions;-1,27;4.Degraded;-0,26;Dry;0,38;Wet;0,05;Wet;-0,11;Dry;-0,11;Dry
01/01/2020;Mauritania;Tintane;Lehreijatt;-1,53;4.Degraded;-1,4;4.Degraded;-0,69;3.Normal conditions;0,28;3.Normal conditions;-0,08;Dry;-0,58;Dry;0,2;Wet;-0,52;Dry;-0,52;Dry
01/01/2020;Senegal;M'bour;Fissel;-1,47;4.Degraded;-1,39;4.Degraded;-0,89;3.Normal conditions;0,53;3.Normal conditions;-0,07;Dry;-0,29;Dry;-0,2;Dry;-0,95;Dry;-0,95;Dry
01/01/2020;Mauritania;Boumdeid;Leftah;-1,07;4.Degraded;-1,38;4.Degraded;-0,66;3.Normal conditions;0,2;3.Normal conditions;-0,2;Dry;0,66;Wet;-1,07;Moderately dry;-1,35;Moderately dry;-1,35;Moderately dry
01/01/2020;Senegal;Sédhiou;Diendé;-0,78;3.Normal conditions;-1,37;4.Degraded;0,18;3.Normal conditions;-1,49;4.Degraded;-0,44;Dry;-0,39;Dry;-0,16;Dry;-0,33;Dry;-0,33;Dry
01/01/2020;Mauritania;Kobenni;Gogui Zemmal;-1,46;4.Degraded;-1,36;4.Degraded;-0,66;3.Normal conditions;0,2;3.Normal conditions;4,47;Extremely wet;-0,06;Dry;-0,23;Dry;-0,21;Dry;-0,21;Dry
01/01/2020;Mauritania;Kobenni;Timzine;-1,32;4.Degraded;-1,33;4.Degraded;-0,36;3.Normal conditions;0,16;3.Normal conditions;3,34;Extremely wet;-0,19;Dry;-0,25;Dry;-0,3;Dry;-0,3;Dry
01/01/2020;Mauritania;Tidjikja;Lehsira;-1,27;4.Degraded;-1,32;4.Degraded;-0,66;3.Normal conditions;0,16;3.Normal conditions;-0,01;Dry;0,37;Wet;-1;Moderately dry;-1,32;Moderately dry;-1,32;Moderately dry
01/01/2020;Mauritania;Tichitt;Lekhcheb;-0,91;3.Normal conditions;-1,32;4.Degraded;-0,45;3.Normal conditions;0,16;3.Normal conditions;0,22;Wet;0,77;Wet;-1,05;Moderately dry;-1,21;Moderately dry;-1,22;Moderately dry
01/01/2020;Senegal;Nioro du Rip;Wack Ngouna;-1,44;4.Degraded;-1,31;4.Degraded;-0,85;3.Normal conditions;0,51;3.Normal conditions;-0,35;Dry;-0,17;Dry;0,08;Wet;-0,61;Dry;-0,61;Dry
01/01/2020;Senegal;Nioro du Rip;Médina Sabakh;-1,46;4.Degraded;-1,3;4.Degraded;-0,8;3.Normal conditions;-0,12;3.Normal conditions;0,18;Wet;0,2;Wet;0,09;Wet;-0,48;Dry;-0,48;Dry
01/01/2020;Senegal;Mbacké;Kael;-1,2;4.Degraded;-1,3;4.Degraded;-0,61;3.Normal conditions;0,46;3.Normal conditions;-0,25;Dry;-0,33;Dry;0,24;Wet;-1,08;Moderately dry;-1,08;Moderately dry
01/01/2020;Mauritania;Boumdeid;Boumdeid 2;-1,07;4.Degraded;-1,27;4.Degraded;-0,76;3.Normal conditions;0,17;3.Normal conditions;0,12;Wet;0,59;Wet;-1,14;Moderately dry;-1,38;Moderately dry;-1,39;Moderately dry
01/01/2020;Senegal;Kaolack;Sibassor;-1,36;4.Degraded;-1,27;4.Degraded;-0,92;3.Normal conditions;0,62;3.Normal conditions;-0,46;Dry;-0,45;Dry;0,02;Wet;-0,95;Dry;-0,95;Dry
01/01/2020;Mauritania;Djiguenni;Kasr El Barka;-1,32;4.Degraded;-1,26;4.Degraded;-0,65;3.Normal conditions;0,24;3.Normal conditions;4,47;Extremely wet;0,67;Wet;0,04;Wet;-0,11;Dry;-0,11;Dry
01/01/2020;Senegal;Gossas;Colobane;-1,23;4.Degraded;-1,25;4.Degraded;-0,7;3.Normal conditions;0,5;3.Normal conditions;-0,22;Dry;-0,33;Dry;0,25;Wet;-1,12;Moderately dry;-1,12;Moderately dry
01/01/2020;Senegal;Kaolack;Ndiédieng;-1,46;4.Degraded;-1,24;4.Degraded;-0,94;3.Normal conditions;0,65;3.Normal conditions;-0,45;Dry;-0,51;Dry;0,21;Wet;-0,79;Dry;-0,79;Dry
01/01/2020;Mauritania;Aioun;N'Savenni;-0,84;3.Normal conditions;-1,23;4.Degraded;-0,09;3.Normal conditions;0,16;3.Normal conditions;0,18;Wet;0,49;Wet;-0,7;Dry;-1;Moderately dry;-1;Dry
01/01/2020;Senegal;Guinguinéo;Nguélou;-1,28;4.Degraded;-1,23;4.Degraded;-0,77;3.Normal conditions;0,55;3.Normal conditions;-0,35;Dry;-0,45;Dry;-0,07;Dry;-1,13;Moderately dry;-1,13;Moderately dry
01/01/2020;Senegal;Matam;Ogo;-1,33;4.Degraded;-1,23;4.Degraded;-0,94;3.Normal conditions;0,28;3.Normal conditions;-0,24;Dry;-0,49;Dry;-0,35;Dry;-1,24;Moderately dry;-1,25;Moderately dry
01/01/2020;Senegal;Kaffrine;Gniby;-1,26;4.Degraded;-1,23;4.Degraded;-0,75;3.Normal conditions;0,53;3.Normal conditions;-0,37;Dry;-0,47;Dry;0,09;Wet;-1,08;Moderately dry;-1,08;Moderately dry
01/01/2020;Senegal;Thiés;Touba Toul;-1,11;4.Degraded;-1,23;4.Degraded;-0,38;3.Normal conditions;0,5;3.Normal conditions;-0,01;Dry;-0,35;Dry;-0,06;Dry;-0,84;Dry;-0,84;Dry
01/01/2020;Senegal;Fatick;Diakhao;-1,34;4.Degraded;-1,22;4.Degraded;-0,91;3.Normal conditions;0,56;3.Normal conditions;-0,46;Dry;-0,45;Dry;0,05;Wet;-1,01;Moderately dry;-1,01;Moderately dry
01/01/2020;Mauritania;Chinguetti;Ouadane;-0,69;3.Normal conditions;-1,21;4.Degraded;-0,17;3.Normal conditions;;;-0,44;Dry;-0,36;Dry;-0,82;Dry;-0,92;Dry;-0,88;Dry
01/01/2020;Mauritania;Timbédra;Bousteile;-1,07;4.Degraded;-1,19;4.Degraded;-0,01;3.Normal conditions;0,16;3.Normal conditions;1,97;Extremely wet;0,14;Wet;1,21;Moderately wet;0,78;Wet;0,78;Wet
01/01/2020;Mauritania;Kaédi;Toghomadi;-1,49;4.Degraded;-1,16;4.Degraded;-1,23;4.Degraded;0,16;3.Normal conditions;-0,38;Dry;-0,35;Dry;-0,31;Dry;-1,14;Moderately dry;-1,14;Moderately dry
01/01/2020;Senegal;Bambey;Baba Garage;-1,14;4.Degraded;-1,16;4.Degraded;-0,53;3.Normal conditions;0,45;3.Normal conditions;0,3;Wet;-0,11;Dry;0,04;Wet;-0,82;Dry;-0,82;Dry
01/01/2020;Senegal;Fatick;Niakhar;-1,35;4.Degraded;-1,16;4.Degraded;-0,93;3.Normal conditions;0,49;3.Normal conditions;-0,35;Dry;-0,4;Dry;-0,08;Dry;-1,06;Moderately dry;-1,06;Moderately dry
01/01/2020;Mauritania;Tidjikja;Tensigh;-0,97;3.Normal conditions;-1,16;4.Degraded;-0,55;3.Normal conditions;0,23;3.Normal conditions;0,39;Wet;0,74;Wet;-1,35;Moderately dry;-1,58;Severely dry;-1,58;Severely dry
01/01/2020;Mauritania;Tamchakett;Sava;-1,15;4.Degraded;-1,16;4.Degraded;-0,55;3.Normal conditions;0,19;3.Normal conditions;-0,17;Dry;0;Dry;-1,01;Moderately dry;-1,26;Moderately dry;-1,25;Moderately dry
01/01/2020;Mauritania;Timbédra;Touil;-0,89;3.Normal conditions;-1,15;4.Degraded;0,19;3.Normal conditions;0,16;3.Normal conditions;1,33;Moderately wet;1,73;Extremely wet;-0,21;Dry;-0,37;Dry;-0,37;Dry
01/01/2020;Senegal;Rufisque;Sangalkam;-1,26;4.Degraded;-1,15;4.Degraded;-1,15;4.Degraded;-0,2;3.Normal conditions;0,34;Wet;-0,01;Dry;0,06;Wet;-0,48;Dry;-0,48;Dry
01/01/2020;Mauritania;Kobenni;Hassi Ehel Ahmed Bechne;-1,37;4.Degraded;-1,15;4.Degraded;-0,97;3.Normal conditions;0,16;3.Normal conditions;2;Extremely wet;-0,57;Dry;0,25;Wet;0,03;Wet;0,03;Wet
01/01/2020;Senegal;M'bour;Séssène;-1,47;4.Degraded;-1,15;4.Degraded;-1,07;4.Degraded;0,52;3.Normal conditions;-0,24;Dry;-0,37;Dry;-0,54;Dry;-1,17;Moderately dry;-1,17;Moderately dry
01/01/2020;Mauritania;Boumdeid;Hsey Tine;-1,11;4.Degraded;-1,14;4.Degraded;-0,77;3.Normal conditions;0,2;3.Normal conditions;0;Wet;0,52;Wet;-1,06;Moderately dry;-1,37;Moderately dry;-1,36;Moderately dry
01/01/2020;Mauritania;Ould Yengé;Tektake;-1,32;4.Degraded;-1,14;4.Degraded;-0,69;3.Normal conditions;0,39;3.Normal conditions;-0,22;Dry;-0,65;Dry;0,06;Wet;-0,93;Dry;-0,93;Dry
01/01/2020;Senegal;Fatick;Tattaguine;-1,19;4.Degraded;-1,14;4.Degraded;-0,59;3.Normal conditions;0,57;3.Normal conditions;-0,36;Dry;-0,42;Dry;-0,22;Dry;-1,13;Moderately dry;-1,13;Moderately dry
01/01/2020;Senegal;Rufisque;Diamniadio;-1,25;4.Degraded;-1,13;4.Degraded;-0,93;3.Normal conditions;-0,66;3.Normal conditions;0,41;Wet;0,08;Wet;0,1;Wet;-0,48;Dry;-0,48;Dry
01/01/2020;Senegal;Foundiougne;Toubacouta;-1,1;4.Degraded;-1,13;4.Degraded;-0,46;3.Normal conditions;-0,69;3.Normal conditions;-0,53;Dry;-0,38;Dry;-0,29;Dry;-0,8;Dry;-0,8;Dry
01/01/2020;Mauritania;Djiguenni;Feirenni;-1,19;4.Degraded;-1,11;4.Degraded;-0,73;3.Normal conditions;0,2;3.Normal conditions;4,47;Extremely wet;0,6;Wet;0,12;Wet;-0,02;Dry;-0,02;Dry
01/01/2020;Senegal;Thiés;Notto;-1,09;4.Degraded;-1,11;4.Degraded;-0,42;3.Normal conditions;0,48;3.Normal conditions;0,19;Wet;-0,26;Dry;0;Dry;-0,66;Dry;-0,66;Dry
01/01/2020;Senegal;Ziguinchor;Niaguis;-1,14;4.Degraded;-1,1;4.Degraded;0,64;3.Normal conditions;-1,8;4.Degraded;-0,24;Dry;-0,8;Dry;-0,89;Dry;-1,39;Moderately dry;-1,39;Moderately dry
01/01/2020;Mauritania;Tintane;Aweinatt;-1,29;4.Degraded;-1,1;4.Degraded;-0,86;3.Normal conditions;0,16;3.Normal conditions;0,7;Wet;-0,65;Dry;0,26;Wet;-0,18;Dry;-0,18;Dry
01/01/2020;Senegal;Thiés;Ndiéyené Sirah;-1,14;4.Degraded;-1,1;4.Degraded;-0,62;3.Normal conditions;0,49;3.Normal conditions;0,11;Wet;-0,26;Dry;-0,07;Dry;-0,79;Dry;-0,79;Dry
01/01/2020;Senegal;Kolda;Saré Bidji;-0,69;3.Normal conditions;-1,1;4.Degraded;0,17;3.Normal conditions;-1,15;4.Degraded;-0,28;Dry;-0,03;Dry;-0,03;Dry;0,12;Wet;0,12;Wet
01/01/2020;Mauritania;Aioun;Tinhemmad;-1,39;4.Degraded;-1,1;4.Degraded;-0,9;3.Normal conditions;0,16;3.Normal conditions;0,22;Wet;-0,48;Dry;0,17;Wet;-0,18;Dry;-0,18;Dry
01/01/2020;Senegal;Kanel;Wouro Sidy;-0,95;3.Normal conditions;-1,1;4.Degraded;-0,31;3.Normal conditions;0,32;3.Normal conditions;-0,36;Dry;-0,49;Dry;-0,37;Dry;-1,36;Moderately dry;-1,36;Moderately dry
01/01/2020;Mauritania;Maghama;Beilouguet Litam;-1,27;4.Degraded;-1,09;4.Degraded;-0,9;3.Normal conditions;0,22;3.Normal conditions;-0,26;Dry;-0,6;Dry;-0,34;Dry;-1,17;Moderately dry;-1,17;Moderately dry
01/01/2020;Mauritania;Ould Yengé;Leweinat;-1,2;4.Degraded;-1,08;4.Degraded;-0,5;3.Normal conditions;0,31;3.Normal conditions;-0,19;Dry;-0,64;Dry;-0,05;Dry;-0,99;Dry;-0,99;Dry
01/01/2020;Senegal;Tambacouda;Makacolibantang;-0,94;3.Normal conditions;-1,08;4.Degraded;0,06;3.Normal conditions;-0,83;3.Normal conditions;-0,19;Dry;2,03;Extremely wet;0,47;Wet;-0,32;Dry;-0,32;Dry
01/01/2020;Senegal;Diourbel;Ndoulo;-1,23;4.Degraded;-1,08;4.Degraded;-0,9;3.Normal conditions;0,33;3.Normal conditions;-0,2;Dry;-0,33;Dry;0,17;Wet;-0,88;Dry;-0,88;Dry
01/01/2020;Mauritania;Aioun;Egjert;-0,85;3.Normal conditions;-1,08;4.Degraded;-0,17;3.Normal conditions;0,16;3.Normal conditions;0,08;Wet;0,34;Wet;-0,55;Dry;-0,75;Dry;-0,75;Dry
01/01/2020;Mauritania;Aleg;Djellewar;-1,19;4.Degraded;-1,07;4.Degraded;-0,95;3.Normal conditions;0,21;3.Normal conditions;0,69;Wet;0,53;Wet;-0,6;Dry;-1,16;Moderately dry;-1,16;Moderately dry
01/01/2020;Mauritania;Timbédra;Hassi M'Hadi;-0,83;3.Normal conditions;-1,06;4.Degraded;0,09;3.Normal conditions;0,16;3.Normal conditions;3,79;Extremely wet;1;Wet;0,76;Wet;0,52;Wet;0,52;Wet
01/01/2020;Mauritania;Aioun;Bennemane;-1,33;4.Degraded;-1,06;4.Degraded;-0,66;3.Normal conditions;0,16;3.Normal conditions;0,17;Wet;-0,4;Dry;0,16;Wet;-0,16;Dry;-0,16;Dry
01/01/2020;Mauritania;Kobenni;Leghlig;-1,26;4.Degraded;-1,06;4.Degraded;-0,74;3.Normal conditions;0,16;3.Normal conditions;4,47;Extremely wet;0,18;Wet;-0,27;Dry;-0,28;Dry;-0,28;Dry
01/01/2020;Mauritania;Tamchakett;Radhi;-1,17;4.Degraded;-1,05;4.Degraded;-0,43;3.Normal conditions;0,26;3.Normal conditions;0,14;Wet;0,25;Wet;-0,55;Dry;-0,87;Dry;-0,87;Dry
01/01/2020;Mauritania;Boumdeid;Boumdeid;-0,87;3.Normal conditions;-1,05;4.Degraded;-0,4;3.Normal conditions;0,37;3.Normal conditions;-0,26;Dry;0,75;Wet;-1,08;Moderately dry;-1,37;Moderately dry;-1,37;Moderately dry
01/01/2020;Mauritania;Djiguenni;Djigueni;-1;3.Normal conditions;-1,04;4.Degraded;-0,46;3.Normal conditions;0,16;3.Normal conditions;4,47;Extremely wet;0,75;Wet;0,35;Wet;0,09;Wet;0,09;Wet
01/01/2020;Mauritania;Kaédi;Ganki;-1,06;4.Degraded;-1,04;4.Degraded;-0,74;3.Normal conditions;0,16;3.Normal conditions;0,34;Wet;-0,03;Dry;-0,43;Dry;-1,06;Moderately dry;-1,06;Moderately dry
01/01/2020;Senegal;Podor;Saldé;-1,04;4.Degraded;-1,04;4.Degraded;-0,61;3.Normal conditions;0,22;3.Normal conditions;-0,1;Dry;-0,18;Dry;-0,47;Dry;-1,41;Moderately dry;-1,41;Moderately dry
01/01/2020;Senegal;Thiés;Ngoudiane;-1,16;4.Degraded;-1,04;4.Degraded;-0,67;3.Normal conditions;0,44;3.Normal conditions;-0,07;Dry;-0,32;Dry;-0,03;Dry;-0,71;Dry;-0,71;Dry
01/01/2020;Mauritania;Tamchakett;Guaet Teidouma;-1,12;4.Degraded;-1,03;4.Degraded;-0,51;3.Normal conditions;0,23;3.Normal conditions;0,02;Wet;-0,18;Dry;-0,92;Dry;-1,36;Moderately dry;-1,36;Moderately dry
01/01/2020;Mauritania;Bababé;El Varae;-1,29;4.Degraded;-1,03;4.Degraded;-1,18;4.Degraded;0,16;3.Normal conditions;0,92;Wet;0,72;Wet;-0,57;Dry;-1,29;Moderately dry;-1,29;Moderately dry
01/01/2020;Mauritania;Tintane;Devaa;-1,13;4.Degraded;-1,02;4.Degraded;-0,49;3.Normal conditions;0,16;3.Normal conditions;0,06;Wet;-0,46;Dry;-0,67;Dry;-1,11;Moderately dry;-1,11;Moderately dry
01/01/2020;Senegal;Kolda;Dioulacolon;-0,46;3.Normal conditions;-1,02;4.Degraded;0,28;3.Normal conditions;-1,05;4.Degraded;-0,43;Dry;-0,09;Dry;-0,12;Dry;0,17;Wet;0,17;Wet
01/01/2020;Senegal;Mbacké;Taïf;-0,73;3.Normal conditions;-1,01;4.Degraded;0,03;3.Normal conditions;0,4;3.Normal conditions;-0,13;Dry;-0,22;Dry;0,14;Wet;-1,19;Moderately dry;-1,19;Moderately dry
01/01/2020;Senegal;Vélingara;Saré Coly Sallé;-0,63;3.Normal conditions;-1,01;4.Degraded;0,12;3.Normal conditions;-0,83;3.Normal conditions;0,13;Wet;0,44;Wet;-0,21;Dry;-0,41;Dry;-0,41;Dry
01/01/2020;Mauritania;Boghé;Boghe;-1,21;4.Degraded;-1,01;4.Degraded;-0,95;3.Normal conditions;0,22;3.Normal conditions;0,74;Wet;0,74;Wet;-0,76;Dry;-1,45;Moderately dry;-1,45;Moderately dry
01/01/2020;Mauritania;Djiguenni;Aoueinat Ezbel;-0,87;3.Normal conditions;-1;4.Degraded;0,03;3.Normal conditions;0,16;3.Normal conditions;4,14;Extremely wet;0,67;Wet;-0,26;Dry;-0,33;Dry;-0,33;Dry
01/01/2020;Mauritania;Tidjikja;Tidjikja 2;-0,72;3.Normal conditions;-1;3.Normal conditions;-0,4;3.Normal conditions;0,16;3.Normal conditions;0,43;Wet;0,67;Wet;-1,29;Moderately dry;-1,44;Moderately dry;-1,44;Moderately dry
01/01/2020;Mauritania;Aleg;Agchourguit;-1,03;4.Degraded;-1;3.Normal conditions;-0,69;3.Normal conditions;0,16;3.Normal conditions;0,8;Wet;0,79;Wet;-0,99;Dry;-1,44;Moderately dry;-1,44;Moderately dry
01/01/2020;Mauritania;Djiguenni;Ghlig Ehel Beye;-0,7;3.Normal conditions;-0,99;3.Normal conditions;0,28;3.Normal conditions;0,16;3.Normal conditions;4,44;Extremely wet;0,87;Wet;0,13;Wet;0,18;Wet;0,18;Wet
01/01/2020;Mauritania;Kankossa;Blajmil;-1,33;4.Degraded;-0,99;3.Normal conditions;-0,9;3.Normal conditions;0,16;3.Normal conditions;-0,29;Dry;-0,68;Dry;-0,88;Dry;-1,51;Severely dry;-1,51;Severely dry
01/01/2020;Senegal;Malem Hodar;Darou Minam 2;-0,64;3.Normal conditions;-0,99;3.Normal conditions;0,16;3.Normal conditions;0,37;3.Normal conditions;-0,53;Dry;-0,59;Dry;0,16;Wet;-1,19;Moderately dry;-1,19;Moderately dry
01/01/2020;Mauritania;Timbédra;Koumbi Saleh;-0,87;3.Normal conditions;-0,98;3.Normal conditions;-0,05;3.Normal conditions;0,04;3.Normal conditions;1,35;Moderately wet;0,42;Wet;1;Moderately wet;0,6;Wet;0,6;Wet
01/01/2020;Senegal;Foundiougne;Djilor;-1,07;4.Degraded;-0,98;3.Normal conditions;-0,44;3.Normal conditions;0,31;3.Normal conditions;-0,25;Dry;-0,36;Dry;-0,26;Dry;-0,96;Dry;-0,96;Dry
01/01/2020;Mauritania;Djiguenni;Mabrouk;-0,84;3.Normal conditions;-0,98;3.Normal conditions;0,06;3.Normal conditions;0,16;3.Normal conditions;4,46;Extremely wet;0,54;Wet;0,6;Wet;0,36;Wet;0,36;Wet
01/01/2020;Senegal;M'bour;Sindia;-1,05;4.Degraded;-0,98;3.Normal conditions;-0,49;3.Normal conditions;-0,2;3.Normal conditions;0,2;Wet;-0,14;Dry;-0,22;Dry;-0,79;Dry;-0,79;Dry
01/01/2020;Mauritania;Kaédi;Tifonde Cive;-1,37;4.Degraded;-0,98;3.Normal conditions;-1,1;4.Degraded;0,16;3.Normal conditions;-0,35;Dry;-0,45;Dry;-0,24;Dry;-1,1;Moderately dry;-1,1;Moderately dry
