DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,1.39734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,1.44504,1.53577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.88225,1.20832,1.38913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,1.54692,1.31876,1.4546,1.56418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.90086,1.95931,1.76937,1.83472,1.87902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.41947,1.25246,1.43621,1.40664,1.52388,1.61537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-0.02869,0.23557,0.81801,1.02696,1.04386,1.12204,1.19842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,2.17175,1.85508,1.67964,1.89312,1.95016,1.96472,1.98986,2.03267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.61325,1.91336,1.64886,1.56213,1.71937,1.77217,1.77062,1.79218,1.81564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,1.57987,1.26499,1.98568,1.81177,1.72248,1.84082,1.88073,1.88514,1.90305,1.91908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,1.66794,1.84432,1.42333,2.06011,1.88693,1.79376,1.89983,1.93316,1.93383,1.9486,1.9646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,1.09209,1.68294,1.86009,1.43994,2.06753,1.89033,1.79552,1.8993,1.93072,1.93137,1.94632,1.96234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.76567,1.03785,1.53902,1.85064,1.42718,2.06731,1.8861,1.78977,1.89236,1.92298,1.92287,1.93939,1.95679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,1.17537,1.06566,1.22368,1.62391,1.87909,1.45154,2.06986,1.88725,1.78978,1.88437,1.90941,1.90697,1.92337,1.94062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.9011,1.09844,1.08701,1.19456,1.55729,1.89677,1.45099,2.05385,1.874,1.78174,1.87,1.89563,1.89076,1.90422,1.92177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.69012,0.83685,0.99596,1.0194,1.11772,1.43648,1.83746,1.43234,2.01594,1.84051,1.75148,1.83631,1.86101,1.85272,1.86592,1.88215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,1.20684,1.0885,1.08405,1.17292,1.1763,1.25768,1.49095,1.84118,1.48407,2.03877,1.86345,1.77865,1.85802,1.88053,1.87013,1.88177,1.89812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,-0.03106,0.54895,0.65809,0.7397,0.84048,0.87288,0.95816,1.17235,1.54047,1.31975,1.88773,1.74016,1.66979,1.75583,1.78445,1.77838,1.79234,1.80725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.72278,0.47134,0.77247,0.82268,0.86978,0.93164,0.95227,1.00301,1.15412,1.45794,1.30994,1.84903,1.69878,1.6441,1.72332,1.75298,1.7478,1.75935,1.77604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.7987,0.85093,0.74947,0.9163,0.95119,0.98432,1.02567,1.03884,1.128,1.24902,1.48158,1.37037,1.83108,1.69537,1.63771,1.70975,1.73636,1.73573,1.74957,1.76648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.99737,1.03154,1.05759,0.94729,1.07633,1.10225,1.11886,1.14558,1.14981,1.21452,1.29996,1.47356,1.38975,1.78139,1.68126,1.63865,1.70142,1.72212,1.71862,1.73073,1.74419,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,2.24164,1.85757,1.6955,1.6604,1.5159,1.58057,1.57688,1.58319,1.59546,1.59105,1.66399,1.72028,1.80012,1.67477,1.97674,1.88686,1.83633,1.88139,1.89299,1.88817,1.89614,1.90681,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.77435,2.48271,1.96106,1.79616,1.75472,1.60712,1.66024,1.6508,1.65312,1.66255,1.65805,1.73847,1.78952,1.8588,1.72765,2.0195,1.93129,1.87948,1.92087,1.9313,1.92567,1.93353,1.9444,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,1.66959,1.9684,2.55191,1.96968,1.82754,1.78195,1.63315,1.68225,1.67002,1.67163,1.68069,1.67612,1.75595,1.80611,1.87151,1.73953,2.02431,1.9378,1.88615,1.92706,1.93738,1.93203,1.94018,1.95059,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,1.97895,2.17529,2.18767,2.66041,2.01769,1.8882,1.83809,1.68374,1.72839,1.71375,1.71487,1.72429,1.72013,1.80075,1.8507,1.90486,1.76979,2.0457,1.96343,1.91184,1.9513,1.96064,1.95647,1.96654,1.97708,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,1.59581,1.93143,2.07937,2.29878,2.70766,2.02745,1.91853,1.86059,1.70689,1.74524,1.72757,1.72659,1.7358,1.73225,1.80936,1.85547,1.90534,1.77648,2.04093,1.96637,1.91887,1.95684,1.96625,1.96256,1.97255,1.98298,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.67025,1.13733,1.55698,1.70672,2.05143,2.78422,2.01003,1.89112,1.83361,1.68751,1.72145,1.70507,1.7028,1.71055,1.70809,1.78271,1.83067,1.88202,1.76055,2.02107,1.94931,1.90303,1.94354,1.95582,1.95246,1.96189,1.9717,,,,,,,,,,,,,,,,,,,,,
Apr1952,0.62295,0.68518,0.98974,1.3179,1.46649,1.80618,2.70588,1.98404,1.85318,1.797,1.65655,1.68897,1.67325,1.66891,1.67692,1.6743,1.74307,1.79009,1.84642,1.73623,1.98998,1.92295,1.87936,1.92157,1.93615,1.93424,1.94428,1.95405,,,,,,,,,,,,,,,,,,,,
May1952,2.17696,1.74047,1.51851,1.64228,1.82446,1.92024,2.13543,2.84711,2.13371,1.97948,1.91588,1.77469,1.79773,1.77771,1.77005,1.77524,1.77269,1.84461,1.88895,1.9305,1.81545,2.05079,1.98448,1.94082,1.98197,1.99474,1.9927,2.00237,2.01211,,,,,,,,,,,,,,,,,,,
Jun1952,0.07794,1.17087,1.12104,1.08109,1.22876,1.42081,1.51365,1.72802,2.40981,1.93716,1.84405,1.80416,1.67801,1.70819,1.69433,1.69077,1.69805,1.69476,1.75137,1.79509,1.84871,1.74961,1.99828,1.93201,1.89108,1.93378,1.94525,1.94362,1.95263,1.96285,,,,,,,,,,,,,,,,,,
Jul1952,0.84111,0.60597,1.21808,1.18436,1.15048,1.23708,1.37008,1.43571,1.58723,2.16068,1.88337,1.82449,1.77325,1.66658,1.69284,1.68166,1.67839,1.68343,1.68241,1.73678,1.77927,1.82934,1.7415,1.98284,1.91433,1.88269,1.92071,1.93089,1.92779,1.93569,1.94577,,,,,,,,,,,,,,,,,
Aug1952,-0.42405,0.03687,0.09103,0.52985,0.58737,0.62027,0.70984,0.81885,0.93473,1.07895,1.64861,1.59268,1.54955,1.51868,1.43028,1.46688,1.46351,1.4665,1.47758,1.4795,1.53033,1.57374,1.63998,1.58331,1.82308,1.75718,1.73523,1.77482,1.78731,1.78255,1.78931,1.79832,,,,,,,,,,,,,,,,
Sep1952,2.3785,1.50777,1.48579,1.35505,1.57261,1.56446,1.54982,1.58361,1.63969,1.72447,1.80149,2.08831,1.97323,1.91295,1.88088,1.79391,1.81059,1.79658,1.79311,1.79821,1.79716,1.8426,1.87504,1.90149,1.83658,1.99815,1.93883,1.91282,1.9423,1.95092,1.94777,1.95279,1.9602,,,,,,,,,,,,,,,
Oct1952,1.80273,2.32851,1.77954,1.76441,1.6289,1.7862,1.76989,1.76144,1.78739,1.83017,1.92422,1.97993,2.18419,2.05928,1.99747,1.96911,1.88441,1.89365,1.8775,1.87324,1.87607,1.87436,1.94215,1.97085,1.98564,1.91844,2.05497,1.99316,1.96605,1.994,2.00208,1.99935,2.0038,2.01023,,,,,,,,,,,,,,
Nov1952,0.2596,1.73608,2.28289,1.73854,1.72163,1.59198,1.74698,1.72963,1.71784,1.74265,1.78643,1.88698,1.94169,2.15732,2.03905,1.97945,1.95342,1.8703,1.87862,1.86277,1.85793,1.86123,1.85992,1.93379,1.96316,1.97877,1.91271,2.05165,1.99011,1.964,1.9912,1.99885,1.99594,2.0001,2.00649,,,,,,,,,,,,,
Dec1952,0.86071,0.49761,1.72991,2.25014,1.73966,1.71995,1.59069,1.74153,1.72272,1.71073,1.73552,1.779,1.8781,1.93306,2.14914,2.03223,1.97103,1.94619,1.86417,1.87287,1.85743,1.85283,1.85652,1.85493,1.93,1.95895,1.97445,1.90982,2.04707,1.98627,1.96092,1.98813,1.9953,1.99226,1.99633,2.00275,,,,,,,,,,,,
Jan1953,-0.97904,-0.15545,-0.01081,1.47619,2.15324,1.6393,1.62339,1.49984,1.6584,1.64208,1.63032,1.65786,1.7038,1.8009,1.86002,2.08688,1.98274,1.92334,1.90353,1.8244,1.8343,1.81938,1.81582,1.82149,1.82011,1.9004,1.93082,1.94996,1.88555,2.0222,1.96049,1.93484,1.96265,1.97012,1.96851,1.9738,1.98058,,,,,,,,,,,
Feb1953,0.94094,-0.00814,0.32909,0.27917,1.49893,2.12642,1.6498,1.62632,1.50455,1.65285,1.635,1.62216,1.64879,1.6928,1.78496,1.84051,2.05898,1.9637,1.90934,1.89446,1.8204,1.83003,1.81583,1.81258,1.8183,1.81704,1.89791,1.92823,1.94809,1.88527,2.0199,1.95929,1.93441,1.96188,1.96931,1.96794,1.97327,1.98031,,,,,,,,,,
Mar1953,0.98981,1.04764,0.45833,0.61875,0.52624,1.53183,2.13519,1.65335,1.62824,1.51077,1.64924,1.63168,1.61814,1.64283,1.68609,1.77559,1.83217,2.04626,1.95595,1.90153,1.88831,1.81562,1.82721,1.81522,1.81222,1.81749,1.81585,1.8952,1.92531,1.94559,1.88362,2.018,1.95766,1.93408,1.96156,1.96965,1.96825,1.97392,1.98096,,,,,,,,,
Apr1953,1.98391,1.63775,1.55391,1.05237,1.10858,0.9778,1.7376,2.2162,1.72595,1.69542,1.57563,1.70035,1.68033,1.6643,1.68665,1.72627,1.81062,1.86401,2.06385,1.97606,1.9193,1.90823,1.83755,1.84995,1.83985,1.83818,1.84373,1.84213,1.91869,1.9468,1.9639,1.90461,2.02992,1.97213,1.94927,1.97631,1.98363,1.98229,1.98778,1.99464,,,,,,,,
May1953,1.0996,1.62413,1.53016,1.51818,1.15904,1.21235,1.09656,1.72973,2.23776,1.74686,1.71384,1.59936,1.71759,1.69703,1.67991,1.70078,1.73976,1.82487,1.8773,2.07183,1.98881,1.93072,1.91923,1.85077,1.86379,1.85307,1.85108,1.85656,1.85519,1.9415,1.9701,1.9855,1.92606,2.04947,1.99021,1.96851,1.99533,2.00233,2.00107,2.00628,2.01339,,,,,,,
Jun1953,1.16115,1.4207,1.67659,1.64929,1.68979,1.42858,1.44244,1.33722,1.79882,2.19326,1.77732,1.75712,1.64644,1.75788,1.73872,1.72369,1.74345,1.77854,1.84914,1.89815,2.08165,2.00221,1.95326,1.94038,1.87278,1.88616,1.87378,1.87236,1.87698,1.8761,1.95299,1.98074,1.99289,1.9308,2.04625,1.98483,1.96554,1.99211,1.99872,1.99689,2.00159,2.00799,,,,,,
Jul1953,2.16731,1.94424,2.0612,2.12046,2.05337,2.04669,1.89487,1.88271,1.79582,2.06143,2.32604,1.97253,1.92847,1.82363,1.91327,1.89295,1.87716,1.89031,1.9233,1.99197,2.03682,2.1859,2.10447,2.04555,2.02614,1.96636,1.97375,1.95973,1.95712,1.96023,1.95953,2.03485,2.06109,2.06187,1.99634,2.08964,2.02741,2.00757,2.03116,2.03728,2.03607,2.03996,2.04525,,,,,
Aug1953,0.14232,1.04444,1.24214,1.35817,1.50088,1.52227,1.52803,1.42092,1.5082,1.46094,1.73993,2.15805,1.80094,1.76659,1.67258,1.76178,1.74767,1.73891,1.75658,1.78967,1.8521,1.89727,2.04404,1.99525,1.93987,1.91764,1.86901,1.87839,1.86739,1.86269,1.86434,1.86302,1.9142,1.93873,1.95495,1.89837,1.99103,1.93353,1.91483,1.93963,1.94705,1.94531,1.94986,1.955,,,,
Sep1953,-0.12088,-0.0346,0.76057,0.97183,1.08389,1.2276,1.24528,1.25531,1.16346,1.21852,1.18116,1.44317,1.86147,1.599,1.59175,1.52539,1.61203,1.60049,1.59093,1.60847,1.63771,1.69331,1.7331,1.88732,1.86252,1.81288,1.79844,1.75392,1.76402,1.75531,1.75282,1.75568,1.75493,1.8295,1.85369,1.8754,1.83053,1.9301,1.87794,1.86075,1.88485,1.89143,1.89,1.89425,1.89921,,,
Oct1953,1.43573,0.8064,0.53665,1.05244,1.18967,1.26725,1.37771,1.39333,1.39926,1.31705,1.37897,1.34074,1.54646,1.89611,1.6586,1.65238,1.58813,1.6622,1.64892,1.6389,1.65354,1.67923,1.75274,1.7886,1.92706,1.90018,1.84669,1.82775,1.78383,1.79388,1.78569,1.78342,1.78595,1.7849,1.86862,1.89118,1.91034,1.8648,1.95713,1.90583,1.88894,1.91307,1.91978,1.91909,1.9234,1.92813,,
Nov1953,0.3142,1.36277,0.7871,0.52657,1.0246,1.16025,1.23512,1.34349,1.35729,1.36337,1.28384,1.34955,1.31169,1.52016,1.8765,1.6418,1.63773,1.57489,1.64811,1.63499,1.62471,1.63972,1.66583,1.74444,1.78093,1.921,1.89556,1.84246,1.82421,1.78098,1.79031,1.78176,1.77939,1.78175,1.78067,1.86338,1.8864,1.90628,1.86039,1.95392,1.90243,1.88546,1.91015,1.91678,1.91592,1.92002,1.92479,
Dec1953,0.16891,0.25249,1.27624,0.7792,0.52316,1.00748,1.13991,1.21144,1.31627,1.32942,1.33599,1.25811,1.32273,1.28639,1.49517,1.85427,1.62186,1.61913,1.55766,1.63098,1.61845,1.60841,1.62373,1.64958,1.72879,1.765,1.90588,1.8825,1.83002,1.81244,1.77005,1.77955,1.77072,1.76826,1.77061,1.76961,1.85147,1.87488,1.89647,1.8509,1.94638,1.89543,1.87912,1.90379,1.91057,1.90925,1.91379,1.91862
Jan1954,1.06597,0.72046,0.53739,1.33564,0.82493,0.56631,1.02589,1.15188,1.22217,1.32491,1.33791,1.34476,1.26774,1.33173,1.29573,1.50044,1.85784,1.62475,1.62457,1.56365,1.63609,1.6232,1.61352,1.62976,1.65577,1.74035,1.77752,1.91892,1.89374,1.83522,1.81671,1.77401,1.7834,1.77459,1.77296,1.77587,1.77507,1.85421,1.87846,1.89919,1.85253,1.94443,1.89441,1.87868,1.90272,1.90902,1.90734,1.91122
Feb1954,3.35126,2.23617,1.83509,1.38252,1.66448,1.07156,0.79365,1.18595,1.28463,1.34121,1.42939,1.43781,1.44266,1.37002,1.43306,1.39619,1.57486,1.90051,1.67631,1.67708,1.61749,1.68494,1.67136,1.66174,1.67719,1.70213,1.78829,1.82457,1.95797,1.93058,1.86821,1.84901,1.80669,1.81526,1.80627,1.80483,1.80755,1.80694,1.88657,1.91086,1.929,1.88093,1.96736,1.91692,1.90073,1.92381,1.92986,1.92821
Mar1954,0.99232,2.13174,1.94732,1.66467,1.38925,1.69483,1.10163,0.85433,1.211,1.30067,1.34988,1.43302,1.44063,1.44512,1.37646,1.43734,1.40277,1.57358,1.89392,1.67412,1.67597,1.61744,1.68462,1.67254,1.66315,1.67811,1.70246,1.78709,1.82296,1.95546,1.92863,1.86693,1.84787,1.80679,1.81525,1.80673,1.8053,1.80826,1.80759,1.88739,1.91193,1.93035,1.88325,1.96985,1.91944,1.90277,1.92503,1.93053
Apr1954,0.50797,0.77797,1.51934,1.53534,1.39665,1.24696,1.61013,1.07619,0.85712,1.19294,1.27821,1.32484,1.40472,1.41155,1.41675,1.35139,1.40812,1.37648,1.54392,1.86094,1.64976,1.6537,1.59827,1.66502,1.65481,1.64667,1.66184,1.68588,1.7667,1.80094,1.9324,1.91052,1.84898,1.83205,1.79233,1.80106,1.79239,1.79098,1.79397,1.7933,1.87507,1.89926,1.91919,1.87414,1.96187,1.91103,1.89474,1.91695
May1954,-0.27977,0.07069,0.36164,0.91551,0.99785,0.96873,0.8898,1.31586,0.93966,0.76091,1.09635,1.18999,1.2395,1.3223,1.33141,1.33834,1.27608,1.33261,1.30358,1.47804,1.8066,1.6018,1.60681,1.55463,1.62279,1.6129,1.6047,1.62021,1.64454,1.73189,1.76698,1.90296,1.88458,1.82634,1.80948,1.77106,1.77997,1.77126,1.76993,1.7729,1.77244,1.8563,1.88092,1.90258,1.85905,1.9526,1.89991,1.88296
Jun1954,0.20505,-0.0386,0.15326,0.34802,0.75676,0.83398,0.8228,0.76873,1.15651,0.86913,0.71666,1.03523,1.1321,1.18258,1.2653,1.27721,1.28525,1.22568,1.2739,1.24719,1.42081,1.75023,1.56199,1.56778,1.51847,1.58698,1.57645,1.56882,1.58388,1.60829,1.68643,1.72096,1.85618,1.83774,1.78462,1.76652,1.73101,1.74062,1.7325,1.73085,1.73364,1.73299,1.81428,1.83798,1.86091,1.81887,1.91599,1.86476
Jul1954,1.67761,1.21092,0.98102,0.96135,1.00285,1.25291,1.29396,1.25455,1.19095,1.42347,1.11573,0.94899,1.21281,1.28907,1.32607,1.39501,1.40159,1.40512,1.35007,1.39735,1.37174,1.51755,1.81818,1.63317,1.63431,1.58996,1.65115,1.63947,1.63141,1.64477,1.66787,1.744,1.77656,1.89722,1.87522,1.8161,1.79587,1.76123,1.76924,1.76129,1.75967,1.7618,1.76068,1.84919,1.87162,1.89074,1.84809,1.93549
Aug1954,1.68558,1.91551,1.68443,1.59597,1.56896,1.58971,1.72968,1.75338,1.81756,1.7734,1.86115,1.53104,1.33932,1.53027,1.56482,1.58826,1.63832,1.64251,1.64442,1.5971,1.64309,1.62026,1.71831,1.96637,1.77981,1.77092,1.73018,1.78167,1.76991,1.76025,1.76968,1.78893,1.84649,1.8752,1.97794,1.94877,1.88049,1.85661,1.82342,1.83164,1.82488,1.82311,1.82518,1.82403,1.8992,1.91831,1.93491,1.89435
Sep1954,0.0412,1.28162,1.52594,1.41436,1.32927,1.32366,1.33781,1.4573,1.47048,1.49612,1.45844,1.5675,1.35123,1.21596,1.40068,1.44574,1.47097,1.51768,1.52021,1.52315,1.47963,1.52161,1.50061,1.60405,1.84812,1.6761,1.67287,1.63551,1.68464,1.6751,1.66791,1.67782,1.69616,1.77565,1.80376,1.90667,1.88774,1.83092,1.81088,1.77955,1.78754,1.78039,1.77889,1.78075,1.77961,1.84402,1.86212,1.88082
Oct1954,-0.40206,-0.18657,0.97108,1.2426,1.16928,1.09307,1.09796,1.12332,1.24329,1.25877,1.29209,1.25925,1.38515,1.2057,1.09551,1.28118,1.33123,1.35755,1.40409,1.4073,1.41099,1.36962,1.42587,1.40574,1.51491,1.76008,1.6009,1.59705,1.56137,1.61131,1.60315,1.59678,1.60706,1.62502,1.70973,1.7368,1.84342,1.82879,1.78129,1.76356,1.73364,1.74259,1.73614,1.73502,1.73724,1.7363,1.80464,1.82236
Nov1954,1.10396,0.05346,0.0723,1.03407,1.28413,1.20788,1.12993,1.13111,1.15254,1.26713,1.28195,1.32024,1.28646,1.40619,1.22802,1.12003,1.30189,1.35019,1.37432,1.41939,1.4221,1.42565,1.3849,1.44513,1.42524,1.5318,1.77598,1.61533,1.61144,1.57609,1.62511,1.61656,1.61006,1.62006,1.63792,1.72225,1.74961,1.85552,1.83966,1.79095,1.77276,1.74266,1.75188,1.74529,1.74412,1.74612,1.74514,1.81302
Dec1954,0.25778,0.86522,0.12097,0.13826,1.01784,1.26495,1.1908,1.11289,1.11199,1.13218,1.24499,1.25994,1.29766,1.26525,1.38542,1.21271,1.10921,1.28916,1.33724,1.36141,1.40638,1.40911,1.41286,1.37246,1.43303,1.41328,1.51981,1.76466,1.60526,1.6018,1.56713,1.61606,1.60728,1.60073,1.6107,1.62855,1.71209,1.73973,1.84687,1.83125,1.78407,1.76635,1.73675,1.74592,1.73943,1.73796,1.74028,1.73937
Jan1955,0.34392,0.3412,0.75809,0.15788,0.1575,0.99438,1.23836,1.16532,1.08964,1.08992,1.11096,1.22381,1.23916,1.27594,1.24444,1.36604,1.19504,1.09528,1.27694,1.326,1.34986,1.39508,1.39795,1.40213,1.36146,1.42534,1.40572,1.51434,1.76277,1.59975,1.59647,1.56198,1.61073,1.60199,1.59584,1.60612,1.6242,1.70524,1.7336,1.84052,1.82432,1.77615,1.75894,1.72978,1.7387,1.73203,1.73038,1.73236
Feb1955,0.50021,0.48202,0.49573,0.77708,0.24658,0.23275,1.00843,1.2357,1.16456,1.09099,1.09164,1.11087,1.21853,1.23326,1.26901,1.23834,1.35568,1.19321,1.09891,1.27584,1.3242,1.34725,1.39126,1.394,1.39819,1.3583,1.42246,1.40347,1.51072,1.75643,1.59617,1.59312,1.55912,1.60724,1.59859,1.5926,1.60279,1.62095,1.70143,1.72989,1.83611,1.82024,1.77279,1.75543,1.72636,1.73484,1.7282,1.72652
Mar1955,1.24218,0.99484,0.87231,0.82255,0.98534,0.46449,0.39602,1.07172,1.27494,1.20251,1.12766,1.12496,1.14252,1.24478,1.2592,1.29406,1.2646,1.37307,1.21623,1.12479,1.2948,1.34029,1.36209,1.40466,1.40706,1.41098,1.37189,1.43522,1.4165,1.51998,1.76184,1.60243,1.59908,1.56595,1.61324,1.60479,1.59884,1.60906,1.62696,1.70763,1.73621,1.8419,1.8266,1.77832,1.76085,1.73141,1.73924,1.73225
Apr1955,0.85871,1.09577,1.00664,0.93259,0.89817,1.02941,0.56439,0.4713,1.09297,1.28131,1.21015,1.13757,1.13389,1.15036,1.24749,1.26099,1.29369,1.26646,1.36977,1.22234,1.13471,1.29857,1.34281,1.36357,1.40525,1.4082,1.41214,1.37404,1.43524,1.4165,1.51658,1.75555,1.59713,1.59453,1.5625,1.60918,1.60067,1.59484,1.60495,1.62257,1.70504,1.73319,1.83871,1.82471,1.77692,1.75895,1.72988,1.73761
May1955,0.77515,0.8914,1.03896,0.99653,0.94771,0.9367,1.03724,0.64297,0.5333,1.10769,1.28605,1.2188,1.14796,1.14421,1.16008,1.25352,1.26731,1.30166,1.27581,1.37577,1.23303,1.14812,1.30744,1.35042,1.37066,1.41137,1.41399,1.41797,1.38052,1.44737,1.42908,1.52703,1.76543,1.60587,1.60256,1.57124,1.61749,1.60875,1.60302,1.61298,1.63071,1.71583,1.74429,1.84993,1.83611,1.78839,1.76874,1.7388
Jun1955,1.58936,1.66089,1.57757,1.60765,1.58099,1.52296,1.46099,1.51362,1.05531,0.84206,1.28765,1.43937,1.36706,1.29668,1.28778,1.29907,1.38316,1.39398,1.42229,1.39635,1.47641,1.33217,1.2468,1.39453,1.43182,1.45017,1.48619,1.48814,1.49104,1.45521,1.51781,1.50027,1.58712,1.80671,1.64744,1.64052,1.6107,1.65448,1.64568,1.63975,1.64877,1.6653,1.75018,1.77738,1.87558,1.85828,1.81115,1.79041
Jul1955,2.87495,2.52352,2.57163,2.39848,2.34927,2.30192,2.27928,2.20953,2.228,1.75231,1.3898,1.69058,1.78499,1.70189,1.62628,1.60771,1.60963,1.67612,1.68388,1.71474,1.68875,1.72674,1.57019,1.47188,1.59665,1.62686,1.63796,1.66693,1.66716,1.66816,1.63499,1.69911,1.68251,1.7465,1.93592,1.76921,1.75647,1.72643,1.76441,1.75513,1.74937,1.75675,1.77119,1.86553,1.89095,1.9749,1.95137,1.89505
Aug1955,0.85751,1.81475,1.92435,1.97924,1.97061,2.0135,1.98362,1.96738,2.0511,2.08313,1.73749,1.4598,1.70558,1.78414,1.70037,1.63695,1.62079,1.62525,1.6869,1.69545,1.72575,1.7049,1.73321,1.59617,1.49918,1.6079,1.63681,1.64734,1.67405,1.67252,1.67219,1.64151,1.6885,1.67415,1.7368,1.90633,1.75222,1.73828,1.71011,1.74621,1.73848,1.73287,1.74003,1.75335,1.83161,1.85372,1.93399,1.91517
Sep1955,0.729,0.92357,1.65615,1.80315,1.81836,1.81612,1.83615,1.81448,1.79226,1.82744,1.84214,1.60482,1.40827,1.63296,1.7157,1.654,1.59915,1.58338,1.58502,1.63981,1.64623,1.67366,1.65432,1.68698,1.57047,1.47677,1.57744,1.60271,1.61269,1.63762,1.63756,1.63788,1.61001,1.67804,1.66544,1.72515,1.88936,1.74598,1.73391,1.70696,1.74118,1.73298,1.7278,1.73439,1.74696,1.81546,1.83628,1.91324
Oct1955,0.13474,0.58671,0.79093,1.46309,1.62985,1.64507,1.65028,1.67526,1.65705,1.63503,1.67887,1.68941,1.48191,1.31451,1.53824,1.62369,1.57012,1.51917,1.50507,1.50676,1.55868,1.56452,1.60979,1.59101,1.62869,1.52087,1.43523,1.53111,1.55528,1.56642,1.59129,1.59173,1.59245,1.56556,1.63929,1.62668,1.68808,1.85091,1.71603,1.70547,1.67969,1.71426,1.70673,1.70201,1.70882,1.72136,1.79397,1.81431
Nov1955,-0.12129,0.00507,0.50638,0.72205,1.39277,1.56804,1.58242,1.58792,1.61038,1.59213,1.5719,1.62074,1.63139,1.43377,1.27519,1.50543,1.59395,1.54245,1.49093,1.47723,1.47906,1.53161,1.53792,1.58728,1.56882,1.60846,1.50199,1.41821,1.51587,1.54131,1.55221,1.57727,1.57776,1.57847,1.55148,1.62405,1.61171,1.67451,1.83894,1.70474,1.69449,1.66874,1.70386,1.69625,1.69143,1.69815,1.71079,1.78259
Dec1955,0.79135,0.22945,0.18131,0.58459,0.7523,1.39694,1.56476,1.57758,1.58092,1.60247,1.58473,1.56495,1.61315,1.62418,1.42971,1.2743,1.50159,1.58946,1.5386,1.4878,1.47435,1.47609,1.52826,1.53439,1.58459,1.56616,1.60534,1.50078,1.41758,1.51431,1.5398,1.5506,1.57513,1.57549,1.57615,1.54938,1.62144,1.60953,1.67277,1.83633,1.7032,1.69316,1.66782,1.70284,1.69532,1.69025,1.69723,1.70992
Jan1956,0.39491,0.65679,0.28909,0.22171,0.57675,0.73795,1.37274,1.54185,1.55527,1.55913,1.58091,1.56455,1.54567,1.59298,1.6055,1.41198,1.25826,1.4881,1.57883,1.52914,1.47788,1.46443,1.4664,1.51956,1.52582,1.58001,1.56182,1.60204,1.49709,1.41243,1.50983,1.53548,1.54616,1.57063,1.57132,1.57221,1.54555,1.61541,1.60412,1.66725,1.82999,1.69633,1.6866,1.66153,1.6963,1.68865,1.68345,1.69013
