DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jul1988,0.76849,0.30649,0.47154,0.29989,0.08181,0.05532,0.15494,0.13477,0.05919,0.07684,0.18444,-0.18901,-0.14865,0.00638,-0.07228,-0.12971,-0.09736,-0.07306,-0.05454,8e-04,0.04877,0.05089,0.32386,0.35186,0.26606,0.19366,0.20376,0.17183,0.20251,0.221,0.25091,0.29724,0.2788,0.18802,0.22996,0.27908,0.24429,0.20198,0.22312,0.24097,0.23403,0.22324,0.22395,0.26113,0.26526,0.28825,0.26079,0.13907
Aug1988,1.26125,1.23957,0.98381,1.04971,0.91487,0.71602,0.66877,0.72454,0.71634,0.63214,0.58374,0.57498,0.20457,0.21167,0.33899,0.25969,0.19598,0.20938,0.22419,0.23508,0.28811,0.32481,0.31581,0.54564,0.56078,0.47667,0.40271,0.40746,0.37239,0.39672,0.4123,0.43882,0.48473,0.46481,0.37166,0.40526,0.44409,0.40716,0.36634,0.38179,0.39448,0.38487,0.37248,0.37215,0.41246,0.41524,0.43059,0.40048
Sep1988,-0.63811,0.62962,0.7499,0.58735,0.67514,0.58786,0.43653,0.40648,0.46076,0.45741,0.39691,0.38823,0.40472,0.09385,0.10634,0.22672,0.1554,0.10059,0.11851,0.13409,0.14591,0.19967,0.23582,0.2307,0.45194,0.47659,0.3991,0.33114,0.33853,0.30699,0.33194,0.34752,0.37352,0.42044,0.40203,0.31482,0.34967,0.3923,0.3585,0.31951,0.33546,0.3484,0.33942,0.32773,0.32776,0.36774,0.37115,0.38776
Oct1988,-0.66259,-0.84441,0.32696,0.4649,0.33907,0.43009,0.3609,0.23929,0.22036,0.27786,0.28241,0.2372,0.25066,0.28279,0.00786,0.0268,0.14609,0.08112,0.03126,0.05104,0.06785,0.08011,0.13236,0.16841,0.16628,0.38484,0.4159,0.34435,0.27926,0.28654,0.25663,0.28238,0.29821,0.32424,0.37023,0.35295,0.26865,0.30542,0.34876,0.31723,0.27954,0.29519,0.30863,0.3003,0.28926,0.2897,0.32905,0.33302
Nov1988,0.54362,-0.38513,-0.63615,0.35738,0.48283,0.35831,0.44364,0.37627,0.25871,0.24074,0.29482,0.29973,0.25538,0.2655,0.29523,0.02824,0.04477,0.16012,0.09613,0.0464,0.06529,0.08116,0.09283,0.14393,0.17898,0.17648,0.39069,0.42169,0.35062,0.28579,0.29319,0.26375,0.28896,0.30469,0.33043,0.37629,0.35912,0.27544,0.31183,0.35433,0.32288,0.28555,0.30062,0.3138,0.3055,0.2946,0.29494,0.33422
Dec1988,0.71599,0.63346,-0.14997,-0.43246,0.40288,0.51922,0.39696,0.47331,0.40468,0.28817,0.26928,0.32024,0.32584,0.2817,0.28926,0.31641,0.05733,0.07116,0.18234,0.11891,0.06944,0.08641,0.10118,0.11241,0.1626,0.19658,0.19362,0.40335,0.43412,0.36341,0.29904,0.30589,0.27656,0.30091,0.31623,0.34144,0.38708,0.36985,0.28669,0.32221,0.36312,0.33132,0.29395,0.30866,0.32141,0.31333,0.30214,0.30248
Jan1989,0.5067,0.68505,0.63615,-0.05422,-0.33787,0.40863,0.5153,0.39327,0.46821,0.40147,0.28662,0.26655,0.316,0.32116,0.27598,0.28447,0.30917,0.05344,0.06472,0.17417,0.11011,0.06014,0.07579,0.08927,0.10024,0.14956,0.18312,0.17934,0.39117,0.42479,0.35417,0.28961,0.29595,0.26591,0.28943,0.30415,0.32955,0.37549,0.35762,0.27327,0.30977,0.35253,0.31958,0.281,0.29608,0.30918,0.30108,0.29009
Feb1989,-0.03992,0.24938,0.48009,0.50487,-0.04102,-0.28578,0.40626,0.50807,0.39314,0.46508,0.40366,0.29365,0.27407,0.32126,0.32742,0.28313,0.29095,0.31496,0.06618,0.07499,0.18053,0.11717,0.06722,0.08194,0.09501,0.10554,0.1544,0.18716,0.18271,0.39139,0.42499,0.35505,0.29069,0.29667,0.26686,0.28987,0.30426,0.32933,0.37518,0.35763,0.27432,0.31039,0.35312,0.32027,0.28254,0.29755,0.31041,0.30236
Mar1989,0.69782,0.4276,0.48644,0.61118,0.60854,0.12265,-0.10607,0.47373,0.55678,0.44357,0.50626,0.44507,0.34128,0.32387,0.36734,0.37277,0.32788,0.33237,0.35296,0.11514,0.12042,0.21997,0.15592,0.10455,0.1166,0.12878,0.13881,0.18683,0.21751,0.21109,0.41257,0.44309,0.37435,0.31093,0.31578,0.28574,0.30745,0.32095,0.34494,0.39054,0.37327,0.29168,0.32568,0.36621,0.33288,0.29608,0.31107,0.32381
Apr1989,0.71096,0.74769,0.57735,0.60245,0.69233,0.68317,0.23685,0.0082,0.52465,0.59571,0.48659,0.54271,0.48355,0.38603,0.36914,0.40957,0.4154,0.3719,0.37209,0.38999,0.16087,0.16298,0.25813,0.19306,0.14085,0.15062,0.16134,0.17056,0.21844,0.2479,0.23982,0.43302,0.46192,0.39295,0.33084,0.33478,0.30536,0.32605,0.33902,0.36223,0.40778,0.39067,0.31032,0.34272,0.38103,0.34824,0.31188,0.32618
May1989,0.8889,0.89232,0.87143,0.73535,0.74153,0.81271,0.797,0.38597,0.1373,0.58989,0.65031,0.54305,0.59356,0.53599,0.44241,0.4257,0.46354,0.47089,0.42792,0.42477,0.43643,0.21403,0.21345,0.30251,0.23728,0.18578,0.19359,0.20335,0.2115,0.2586,0.2865,0.27618,0.46287,0.4884,0.41991,0.35783,0.36066,0.33123,0.35089,0.36334,0.38575,0.43143,0.41436,0.33454,0.36516,0.401,0.36815,0.33231
Jun1989,1.45712,1.58643,1.47838,1.40512,1.2924,1.2684,1.28125,1.23552,0.77979,0.46817,0.80242,0.83599,0.72802,0.7655,0.7049,0.61061,0.59032,0.62386,0.6314,0.58727,0.57179,0.57043,0.34908,0.34319,0.42454,0.35902,0.30624,0.30942,0.31711,0.32344,0.37163,0.39679,0.3822,0.55571,0.57515,0.50846,0.44651,0.44702,0.41725,0.43463,0.44559,0.46662,0.51352,0.49665,0.41744,0.44508,0.47567,0.44232
Jul1989,0.22845,1.05331,1.17867,1.16757,1.13981,1.05916,1.05229,1.06974,1.04259,0.72041,0.46216,0.76195,0.7997,0.70339,0.73765,0.68018,0.59178,0.57314,0.60418,0.61364,0.5732,0.55926,0.5565,0.35049,0.34761,0.42345,0.36224,0.31236,0.31642,0.3242,0.33044,0.37867,0.40264,0.38961,0.55682,0.57834,0.51598,0.45675,0.45692,0.42748,0.44328,0.45364,0.47407,0.52174,0.5056,0.4286,0.45539,0.48502
Aug1989,-0.08214,0.00271,0.55755,0.67952,0.73605,0.76114,0.72032,0.72284,0.78645,0.78238,0.55685,0.34532,0.6453,0.69592,0.61631,0.65447,0.60594,0.52674,0.51137,0.53987,0.55277,0.51547,0.50993,0.50883,0.32406,0.32634,0.39693,0.34015,0.29328,0.29901,0.30778,0.31449,0.36165,0.38414,0.37187,0.53329,0.55773,0.49998,0.44583,0.44492,0.41609,0.43145,0.44098,0.46075,0.50741,0.49247,0.41786,0.44426
Sep1989,-0.73653,-0.49554,-0.3054,0.1761,0.32157,0.40414,0.4505,0.42693,0.43635,0.49295,0.49914,0.34548,0.18282,0.48072,0.5394,0.47223,0.51191,0.47176,0.40293,0.39065,0.41884,0.43482,0.40206,0.40262,0.40709,0.24247,0.24701,0.31693,0.26583,0.22313,0.23051,0.23968,0.24685,0.29359,0.31622,0.3074,0.46717,0.49693,0.44305,0.39107,0.39105,0.36331,0.37895,0.38881,0.40859,0.45432,0.44048,0.36943
Oct1989,0.56177,-0.18466,-0.23432,-0.14436,0.25105,0.37224,0.43949,0.4798,0.45802,0.46772,0.52485,0.53234,0.39648,0.24153,0.51433,0.56851,0.50598,0.54213,0.50296,0.43676,0.42504,0.4508,0.4696,0.43765,0.43604,0.43907,0.28135,0.2856,0.35111,0.30036,0.25802,0.2644,0.27278,0.27963,0.32611,0.34766,0.33709,0.49163,0.51842,0.4657,0.41462,0.4135,0.38602,0.4005,0.40989,0.42915,0.47511,0.46164
Nov1989,0.14231,0.4719,-0.15218,-0.21902,-0.13725,0.23561,0.35214,0.41724,0.45684,0.43755,0.4472,0.50378,0.51148,0.38023,0.23179,0.50162,0.55568,0.49436,0.52978,0.49093,0.42641,0.41484,0.44029,0.45941,0.42803,0.42688,0.43009,0.27559,0.27983,0.34438,0.29465,0.25316,0.25954,0.26808,0.27498,0.32116,0.34254,0.33214,0.48578,0.5126,0.46036,0.40985,0.40852,0.38134,0.39586,0.4053,0.4244,0.4701
Dec1989,-0.00812,0.06328,0.42247,-0.09929,-0.19489,-0.11902,0.23677,0.34549,0.40599,0.44292,0.42432,0.43377,0.48948,0.49712,0.37078,0.22862,0.49478,0.54797,0.4879,0.5224,0.48433,0.42069,0.40913,0.43432,0.45333,0.42264,0.42198,0.426,0.27537,0.27922,0.34254,0.29341,0.25249,0.25866,0.26708,0.27387,0.31963,0.34054,0.33005,0.48198,0.50821,0.45616,0.40589,0.40462,0.37769,0.39239,0.40147,0.42046
Jan1990,0.15324,0.08283,0.08161,0.39609,-0.08254,-0.18838,-0.12307,0.21619,0.32307,0.38369,0.42066,0.40184,0.41103,0.4656,0.47248,0.35018,0.20902,0.47672,0.52964,0.46915,0.50327,0.46516,0.40056,0.3879,0.41309,0.43165,0.40067,0.40007,0.40571,0.25659,0.26136,0.32636,0.27607,0.2344,0.2397,0.24756,0.25436,0.30041,0.32122,0.31067,0.46543,0.49365,0.44036,0.38877,0.38782,0.36081,0.37597,0.38563
Feb1990,0.05084,0.12842,0.13314,0.09246,0.3728,-0.04117,-0.15612,-0.09661,0.22972,0.3319,0.39228,0.42782,0.40951,0.41786,0.47155,0.47741,0.359,0.22161,0.48307,0.53346,0.47293,0.50588,0.46769,0.40379,0.39125,0.41576,0.43458,0.40396,0.40269,0.40826,0.26148,0.26577,0.32923,0.27926,0.23793,0.24287,0.25044,0.25709,0.30308,0.32371,0.31331,0.46629,0.49462,0.44157,0.39096,0.39006,0.3632,0.37815
Mar1990,-0.45097,-0.27076,-0.17749,-0.11107,-0.1048,0.1735,-0.10781,-0.18317,-0.12586,0.17627,0.27304,0.33069,0.3689,0.35587,0.36548,0.41607,0.42174,0.31386,0.18931,0.44663,0.49735,0.44009,0.47092,0.43268,0.37109,0.35975,0.38435,0.40289,0.37337,0.37262,0.38066,0.23885,0.24369,0.30554,0.25676,0.21628,0.22147,0.22886,0.23531,0.28046,0.30083,0.29155,0.44183,0.47051,0.41821,0.36912,0.36913,0.34352
Apr1990,0.24388,-0.13378,-0.08456,-0.04538,-0.00134,-0.02122,0.18804,-0.06045,-0.12982,-0.08382,0.19658,0.28614,0.33982,0.37754,0.36581,0.37508,0.4237,0.4291,0.3251,0.20684,0.45477,0.5031,0.44838,0.4758,0.4373,0.37699,0.36544,0.38921,0.40822,0.37965,0.37798,0.38447,0.24693,0.2499,0.31001,0.26198,0.22265,0.22753,0.23471,0.2409,0.28564,0.30547,0.29625,0.44326,0.47075,0.41966,0.37139,0.37123
May1990,-0.26458,-0.04417,-0.20242,-0.16808,-0.13047,-0.08323,-0.08297,0.0955,-0.11064,-0.15932,-0.11183,0.15124,0.23822,0.29191,0.33167,0.32264,0.33294,0.38125,0.3876,0.29133,0.17958,0.42468,0.47345,0.42007,0.4466,0.41011,0.35191,0.34115,0.36443,0.38343,0.35569,0.35435,0.36137,0.22699,0.23068,0.28947,0.24218,0.20391,0.2091,0.21643,0.22251,0.26649,0.28618,0.27769,0.42318,0.45077,0.40078,0.3536
Jun1990,-0.98024,-0.86147,-0.57043,-0.55564,-0.51294,-0.47559,-0.4079,-0.38864,-0.19281,-0.30896,-0.32217,-0.26498,-0.01115,0.07475,0.13115,0.17639,0.17145,0.18564,0.23426,0.24405,0.16085,0.06569,0.31026,0.36455,0.31725,0.3457,0.31262,0.25849,0.24968,0.27335,0.29233,0.26703,0.26987,0.28063,0.15622,0.16453,0.22242,0.17717,0.14145,0.14837,0.15632,0.16295,0.20578,0.2259,0.21989,0.36522,0.39521,0.34851
Jul1990,-0.36411,-0.7669,-0.7407,-0.54921,-0.52721,-0.48197,-0.45606,-0.40651,-0.39191,-0.23721,-0.34539,-0.35959,-0.2964,-0.06673,0.01374,0.0654,0.10868,0.10615,0.11955,0.1674,0.17819,0.10476,0.01661,0.25321,0.31027,0.26535,0.29509,0.26529,0.2162,0.20902,0.23237,0.25235,0.22883,0.23442,0.24784,0.1332,0.14393,0.2007,0.15744,0.12279,0.12934,0.13727,0.14417,0.18627,0.20617,0.20079,0.34298,0.37379
Aug1990,-0.23894,-0.36253,-0.60104,-0.61685,-0.51276,-0.51841,-0.4825,-0.46131,-0.43086,-0.4195,-0.28855,-0.39966,-0.39046,-0.32612,-0.11191,-0.03521,0.01444,0.05454,0.05294,0.06503,0.11332,0.12287,0.06144,-0.02202,0.20909,0.26879,0.22608,0.2554,0.2279,0.18386,0.17875,0.20189,0.22315,0.20115,0.20621,0.22272,0.11737,0.12943,0.18588,0.14335,0.10943,0.11629,0.12363,0.13059,0.1736,0.19313,0.18617,0.32312
Sep1990,-1.31154,-0.8719,-0.79982,-0.96719,-0.94796,-0.83608,-0.79325,-0.7438,-0.70906,-0.66214,-0.63551,-0.50315,-0.58905,-0.55889,-0.48894,-0.28675,-0.21038,-0.15622,-0.10917,-0.10715,-0.09263,-0.04258,-0.0298,-0.08274,-0.15597,0.07794,0.13968,0.10281,0.13496,0.11184,0.0729,0.06944,0.09292,0.11308,0.09335,0.1022,0.12178,0.02385,0.03905,0.09661,0.05641,0.02468,0.0331,0.0414,0.04898,0.09205,0.11234,0.10779
Oct1990,-0.27501,-1.13871,-0.84261,-0.79349,-0.93731,-0.91693,-0.82063,-0.78792,-0.74446,-0.71235,-0.66967,-0.64261,-0.51545,-0.59262,-0.56379,-0.49775,-0.30381,-0.22972,-0.17731,-0.13148,-0.12845,-0.11418,-0.06703,-0.05412,-0.10441,-0.17318,0.05598,0.1185,0.08307,0.1136,0.09128,0.05432,0.05126,0.0745,0.09391,0.07513,0.08331,0.10385,0.00803,0.02359,0.08005,0.04028,0.00943,0.01772,0.02601,0.03366,0.07573,0.09609
Nov1990,-0.32474,-0.41014,-1.10087,-0.83936,-0.79309,-0.92648,-0.90533,-0.81436,-0.78291,-0.74174,-0.71178,-0.67231,-0.64592,-0.52512,-0.59849,-0.57054,-0.50679,-0.31844,-0.24562,-0.19441,-0.14877,-0.1457,-0.13162,-0.086,-0.07308,-0.12142,-0.1883,0.03834,0.10049,0.06554,0.09646,0.07506,0.03899,0.03636,0.05954,0.07886,0.06046,0.06889,0.09006,-0.00413,0.01159,0.06771,0.02826,-0.002,0.00651,0.01495,0.02257,0.06435
Dec1990,-0.68854,-0.54818,-0.49592,-1.07414,-0.84191,-0.79833,-0.92259,-0.90072,-0.81315,-0.78317,-0.74429,-0.71588,-0.67757,-0.65245,-0.53622,-0.6052,-0.57679,-0.51475,-0.33139,-0.2604,-0.21017,-0.16539,-0.16235,-0.14818,-0.10359,-0.09054,-0.13682,-0.20131,0.02306,0.08457,0.05026,0.0809,0.06019,0.02496,0.02257,0.04552,0.06464,0.0465,0.05486,0.07637,-0.01645,-0.001,0.05422,0.01552,-0.0142,-0.00526,0.0029,0.01055
Jan1991,-1.29403,-1.04059,-0.85838,-0.74273,-1.18022,-0.92631,-0.87407,-0.99239,-0.97545,-0.8892,-0.85712,-0.81918,-0.78942,-0.74978,-0.72574,-0.61257,-0.67359,-0.64502,-0.58302,-0.40172,-0.32983,-0.27868,-0.2327,-0.2295,-0.21473,-0.1714,-0.15783,-0.20362,-0.26697,-0.03747,0.02666,-0.00695,0.0247,0.00433,-0.03124,-0.03365,-0.0101,0.00875,-0.0096,-0.00015,0.02329,-0.06882,-0.05253,0.00386,-0.03494,-0.06458,-0.05482,-0.04599
Feb1991,0.39292,-0.47849,-0.57797,-0.5835,-0.55698,-0.98806,-0.83579,-0.79842,-0.91767,-0.90294,-0.82177,-0.7958,-0.76137,-0.73413,-0.69563,-0.67365,-0.56379,-0.62828,-0.60462,-0.54745,-0.37047,-0.30052,-0.25148,-0.20767,-0.20514,-0.19112,-0.14828,-0.13559,-0.182,-0.24558,-0.01967,0.04271,0.00865,0.03933,0.01878,-0.01696,-0.01968,0.00335,0.02254,0.00422,0.01329,0.03604,-0.05512,-0.03947,0.01648,-0.022,-0.05164,-0.04228
Mar1991,0.44528,0.46775,-0.06543,-0.19733,-0.28816,-0.34219,-0.71272,-0.67551,-0.66866,-0.78644,-0.77553,-0.70645,-0.69239,-0.6642,-0.64227,-0.60778,-0.59147,-0.48923,-0.55589,-0.53841,-0.48869,-0.32023,-0.25602,-0.21214,-0.17236,-0.17046,-0.15724,-0.11529,-0.10406,-0.15032,-0.2125,0.0043,0.06359,0.02955,0.05838,0.03736,0.00197,-0.00123,0.02072,0.04012,0.02199,0.03047,0.05154,-0.03772,-0.02368,0.03067,-0.00647,-0.03526
Apr1991,0.27037,0.37955,0.41646,0.04624,-0.06095,-0.16536,-0.249,-0.5806,-0.57956,-0.58798,-0.70206,-0.69432,-0.63252,-0.62384,-0.59944,-0.58017,-0.54753,-0.53435,-0.43885,-0.50671,-0.49252,-0.44802,-0.28552,-0.22586,-0.18561,-0.14877,-0.14783,-0.13541,-0.09349,-0.08271,-0.12866,-0.19127,0.01993,0.07564,0.04217,0.06963,0.04915,0.01429,0.01101,0.03227,0.0516,0.0337,0.04161,0.0616,-0.02642,-0.01261,0.04033,0.00368
May1991,0.41085,0.37727,0.41437,0.43199,0.15077,0.06041,-0.03134,-0.13725,-0.45992,-0.48563,-0.50655,-0.61932,-0.61458,-0.55988,-0.55624,-0.53502,-0.51872,-0.48838,-0.47813,-0.38843,-0.45808,-0.4471,-0.40684,-0.25162,-0.19571,-0.15735,-0.12282,-0.12239,-0.11094,-0.07084,-0.06105,-0.10706,-0.16959,0.03523,0.0892,0.05541,0.08158,0.06122,0.02668,0.02334,0.04385,0.06305,0.04527,0.05278,0.07167,-0.01577,-0.00224,0.04984
Jun1991,-1.03262,-0.5907,-0.34763,-0.16595,-0.1149,-0.29122,-0.31832,-0.36465,-0.39487,-0.62443,-0.62159,-0.62772,-0.7232,-0.71628,-0.663,-0.65413,-0.63204,-0.61391,-0.58031,-0.56787,-0.48202,-0.54187,-0.52911,-0.48552,-0.33494,-0.27942,-0.23974,-0.20381,-0.20166,-0.18966,-0.14889,-0.13799,-0.1792,-0.23554,-0.03339,0.02367,-0.00854,0.01773,-0.00048,-0.03209,-0.03447,-0.01379,0.00506,-0.01121,-0.00201,0.01938,-0.06461,-0.04923
Jul1991,0.06556,-0.51657,-0.3269,-0.18807,-0.05651,-0.01272,-0.16402,-0.20186,-0.25138,-0.3004,-0.5278,-0.55116,-0.55944,-0.65367,-0.64873,-0.60283,-0.59846,-0.57879,-0.56405,-0.53244,-0.52262,-0.4426,-0.503,-0.4924,-0.45143,-0.31234,-0.2588,-0.22123,-0.18675,-0.18451,-0.17319,-0.13222,-0.12211,-0.16079,-0.21454,-0.01752,0.0388,0.00792,0.03302,0.01462,-0.0168,-0.01927,0.00091,0.01979,0.00404,0.01255,0.03336,-0.048
Aug1991,-1.19118,-0.80146,-1.01227,-0.85787,-0.72945,-0.58317,-0.51723,-0.60122,-0.61605,-0.63111,-0.63916,-0.81251,-0.78031,-0.76362,-0.83487,-0.82661,-0.77878,-0.76581,-0.74495,-0.72872,-0.69514,-0.68257,-0.60386,-0.65436,-0.63368,-0.58556,-0.45267,-0.39871,-0.35946,-0.32043,-0.31494,-0.30187,-0.25893,-0.24726,-0.28268,-0.32761,-0.13207,-0.07264,-0.09863,-0.07345,-0.08978,-0.11707,-0.11846,-0.09789,-0.07764,-0.09117,-0.08292,-0.06019
Sep1991,-0.46152,-1.12591,-0.85162,-1.02735,-0.89524,-0.78321,-0.63908,-0.57551,-0.64349,-0.64403,-0.65148,-0.65693,-0.82447,-0.79887,-0.78567,-0.8568,-0.84807,-0.79998,-0.78447,-0.7635,-0.74657,-0.71158,-0.69807,-0.62377,-0.6739,-0.64854,-0.60165,-0.47146,-0.41816,-0.37942,-0.34113,-0.33563,-0.32266,-0.28416,-0.27255,-0.30643,-0.35098,-0.15902,-0.09976,-0.12462,-0.09929,-0.11472,-0.14115,-0.14211,-0.12166,-0.09977,-0.11247,-0.10381
Oct1991,0.87442,0.2097,-0.6458,-0.51569,-0.69926,-0.59373,-0.51271,-0.41461,-0.36908,-0.43869,-0.44553,-0.4594,-0.46968,-0.64409,-0.64274,-0.64495,-0.71928,-0.71322,-0.66981,-0.66127,-0.64337,-0.62902,-0.59883,-0.58849,-0.51826,-0.57283,-0.55094,-0.50736,-0.38157,-0.33231,-0.29714,-0.26248,-0.25837,-0.24644,-0.20944,-0.1992,-0.23494,-0.28042,-0.09549,-0.03944,-0.06489,-0.04214,-0.05861,-0.08624,-0.08799,-0.06839,-0.04663,-0.05947
Nov1991,-0.37191,0.60826,0.1023,-0.66527,-0.53887,-0.70908,-0.60765,-0.52963,-0.43451,-0.38967,-0.45547,-0.46249,-0.47456,-0.48432,-0.65028,-0.64903,-0.65146,-0.72342,-0.71668,-0.6744,-0.66578,-0.64844,-0.63459,-0.60605,-0.59601,-0.5271,-0.58017,-0.55833,-0.5157,-0.39276,-0.34377,-0.30875,-0.27436,-0.27,-0.25808,-0.22137,-0.21122,-0.24616,-0.29027,-0.10753,-0.05183,-0.0767,-0.0543,-0.07033,-0.09732,-0.09881,-0.07938,-0.05768
Dec1991,-1.09245,-0.81454,0.23896,-0.07067,-0.73821,-0.60446,-0.75814,-0.65932,-0.58197,-0.48771,-0.4431,-0.50373,-0.50838,-0.51819,-0.52483,-0.67975,-0.67507,-0.67567,-0.74436,-0.73727,-0.69564,-0.68624,-0.66907,-0.65515,-0.62717,-0.61682,-0.54904,-0.5999,-0.57728,-0.53482,-0.41412,-0.36569,-0.33066,-0.29624,-0.29161,-0.27968,-0.24349,-0.23339,-0.26755,-0.31006,-0.12998,-0.0748,-0.0993,-0.07676,-0.0922,-0.11804,-0.11955,-0.10019
Jan1992,-0.25678,-0.8197,-0.71807,0.1498,-0.10899,-0.7318,-0.61235,-0.76455,-0.67511,-0.60066,-0.51097,-0.46925,-0.52804,-0.53174,-0.54335,-0.5504,-0.70006,-0.7,-0.70323,-0.77346,-0.76577,-0.72494,-0.71543,-0.6982,-0.68434,-0.65723,-0.64737,-0.58237,-0.636,-0.61506,-0.57434,-0.45236,-0.40287,-0.3671,-0.33205,-0.32732,-0.31525,-0.27869,-0.26875,-0.30321,-0.34624,-0.16206,-0.10591,-0.13094,-0.10795,-0.12353,-0.14976,-0.15113
Feb1992,0.93429,0.40673,-0.20274,-0.3286,0.31565,0.04469,-0.60341,-0.50706,-0.66116,-0.57679,-0.50765,-0.42652,-0.38929,-0.45019,-0.45471,-0.46911,-0.47937,-0.6336,-0.64016,-0.64913,-0.72144,-0.71508,-0.6762,-0.66937,-0.65349,-0.64066,-0.61423,-0.60573,-0.54229,-0.59728,-0.57733,-0.53848,-0.41874,-0.37061,-0.33615,-0.30269,-0.29859,-0.28709,-0.25042,-0.2411,-0.27579,-0.31913,-0.13717,-0.08242,-0.10722,-0.08477,-0.10071,-0.12722
Mar1992,0.28176,0.58883,0.37854,-0.0012,-0.14321,0.32448,0.10454,-0.4841,-0.41574,-0.56414,-0.48874,-0.42991,-0.36019,-0.32658,-0.38589,-0.39128,-0.4087,-0.41979,-0.57026,-0.58101,-0.59444,-0.66543,-0.66141,-0.62658,-0.62281,-0.60861,-0.59703,-0.57141,-0.56443,-0.50392,-0.55829,-0.53951,-0.50343,-0.38911,-0.34349,-0.31136,-0.28001,-0.27665,-0.2659,-0.22977,-0.22121,-0.25517,-0.29818,-0.12199,-0.06987,-0.09394,-0.07184,-0.08725
Apr1992,0.28249,0.30225,0.49806,0.36969,0.09483,-0.04287,0.32636,0.13229,-0.40202,-0.35032,-0.49218,-0.42372,-0.37104,-0.30745,-0.27695,-0.33444,-0.33945,-0.35812,-0.3716,-0.51987,-0.53314,-0.55016,-0.62065,-0.61867,-0.58701,-0.58584,-0.57312,-0.56254,-0.53685,-0.53055,-0.47213,-0.52726,-0.50832,-0.47503,-0.36466,-0.32102,-0.2901,-0.26026,-0.25728,-0.24703,-0.21164,-0.20357,-0.2373,-0.28017,-0.10845,-0.05746,-0.0813,-0.05999
May1992,1.12243,0.83204,0.68399,0.77335,0.64794,0.40414,0.26155,0.51662,0.28631,-0.23283,-0.20681,-0.35093,-0.29122,-0.24699,-0.19344,-0.1673,-0.22514,-0.23105,-0.25295,-0.27034,-0.42167,-0.44074,-0.4632,-0.53506,-0.53627,-0.50807,-0.51068,-0.49997,-0.49105,-0.46765,-0.46338,-0.40774,-0.46455,-0.44753,-0.41709,-0.3113,-0.2701,-0.24117,-0.21364,-0.21141,-0.20204,-0.16713,-0.15997,-0.19393,-0.23747,-0.07099,-0.02182,-0.04546
Jun1992,0.43918,0.856,0.77207,0.6905,0.75852,0.6589,0.46153,0.33085,0.54337,0.34035,-0.14908,-0.14094,-0.27704,-0.22572,-0.18803,-0.14178,-0.11912,-0.17372,-0.17663,-0.1991,-0.21881,-0.36657,-0.39123,-0.4152,-0.48567,-0.48878,-0.46247,-0.46735,-0.45764,-0.44988,-0.42496,-0.42179,-0.36813,-0.42374,-0.40709,-0.37703,-0.27545,-0.23652,-0.20899,-0.18275,-0.18094,-0.17194,-0.13681,-0.12999,-0.16341,-0.2056,-0.04416,0.00382
Jul1992,-0.40543,-0.00841,0.33735,0.37336,0.38467,0.45349,0.39257,0.25449,0.16342,0.35544,0.21172,-0.21354,-0.19128,-0.31529,-0.26684,-0.23278,-0.18922,-0.16662,-0.21683,-0.21698,-0.23677,-0.25249,-0.39036,-0.41074,-0.43019,-0.49882,-0.50004,-0.4744,-0.47793,-0.46815,-0.46061,-0.43515,-0.43197,-0.37925,-0.43129,-0.41277,-0.3822,-0.28326,-0.24521,-0.21869,-0.19336,-0.19137,-0.18224,-0.14834,-0.1414,-0.17359,-0.21391,-0.05596
Aug1992,0.26616,-0.0286,0.15161,0.35158,0.37655,0.37971,0.43373,0.39043,0.30049,0.22767,0.38234,0.23303,-0.13177,-0.1134,-0.22515,-0.1821,-0.15317,-0.11849,-0.10007,-0.14931,-0.14692,-0.16885,-0.18313,-0.32191,-0.34,-0.35866,-0.42807,-0.43122,-0.40868,-0.41332,-0.40402,-0.3971,-0.36839,-0.36673,-0.31941,-0.37047,-0.35167,-0.32224,-0.22582,-0.19125,-0.16746,-0.14395,-0.14306,-0.1345,-0.0977,-0.09113,-0.12547,-0.16587
Sep1992,-0.0922,0.0699,-0.08568,0.04831,0.24231,0.28012,0.29467,0.34376,0.31058,0.24232,0.18567,0.33046,0.2014,-0.12657,-0.11389,-0.22322,-0.18295,-0.15392,-0.11923,-0.10186,-0.14793,-0.14225,-0.16267,-0.17861,-0.31465,-0.32693,-0.34643,-0.4128,-0.41554,-0.39389,-0.39915,-0.39049,-0.38388,-0.35945,-0.3582,-0.31221,-0.36394,-0.346,-0.31738,-0.22249,-0.18851,-0.16511,-0.14239,-0.14147,-0.13303,-0.09463,-0.08796,-0.12159
